Prap	DpleGene	MsexGene
PIERAPT00000033440	DPOGS201196	Msex2.04757
PIERAPT00000029672	DPOGS201733,DPOGS201734	Msex2.05984
PIERAPT00000008360	DPOGS206918	Msex2.05100
PIERAPT00000024103	DPOGS206918	Msex2.05100
PIERAPT00000017315	DPOGS209649	Msex2.05035
PIERAPT00000021677	DPOGS209649	Msex2.05035
PIERAPT00000000547	DPOGS209758	Msex2.00130
PIERAPT00000003499	DPOGS209758	Msex2.00130
PIERAPT00000007762	DPOGS210700,DPOGS210702	Msex2.02432
PIERAPT00000018185	DPOGS214128	Msex2.10471
PIERAPT00000030583	DPOGS214128	Msex2.10471
PIERAPT00000000213	DPOGS215623	Msex2.10033,Msex2.10034
PIERAPT00000011998	DPOGS200132	Msex2.14939
PIERAPT00000012297	DPOGS200132	Msex2.14939
PIERAPT00000025748	DPOGS200939	Msex2.13127,Msex2.14274
PIERAPT00000021229	DPOGS202885	Msex2.12428
PIERAPT00000029896	DPOGS202885	Msex2.12428
PIERAPT00000005750	DPOGS204881	Msex2.10323
PIERAPT00000021804	DPOGS204881	Msex2.10323
PIERAPT00000015444	DPOGS207052	Msex2.11140,Msex2.15536
PIERAPT00000020749	DPOGS208010	Msex2.04619
PIERAPT00000034305	DPOGS208010	Msex2.04619
PIERAPT00000003262	DPOGS212419	Msex2.04501
PIERAPT00000029872	DPOGS212419	Msex2.04501
PIERAPT00000007677	DPOGS200645	Msex2.04053
PIERAPT00000032205	DPOGS200645	Msex2.04053
PIERAPT00000000278	DPOGS201415	Msex2.10316,Msex2.13798
PIERAPT00000005376	DPOGS202505	Msex2.02501
PIERAPT00000010255	DPOGS202505	Msex2.02501
PIERAPT00000018508	DPOGS207442	Msex2.08238
PIERAPT00000024314	DPOGS207442	Msex2.08238
PIERAPT00000002823	DPOGS207824	Msex2.02259
PIERAPT00000016791	DPOGS207824	Msex2.02259
PIERAPT00000025813	DPOGS209700	Msex2.02868
PIERAPT00000029514	DPOGS209700	Msex2.02868
PIERAPT00000034772	DPOGS211919	Msex2.12859,Msex2.13336
PIERAPT00000034582	DPOGS213275	Msex2.04576,Msex2.12094
PIERAPT00000001040	DPOGS213692	Msex2.08350
PIERAPT00000027471	DPOGS213692	Msex2.08350
PIERAPT00000014461	DPOGS201791	Msex2.12955,Msex2.13304
PIERAPT00000009839	DPOGS202747	Msex2.13343,Msex2.13735
PIERAPT00000002475	DPOGS203196	Msex2.01919
PIERAPT00000013857	DPOGS203196	Msex2.01919
PIERAPT00000002340	DPOGS205639	Msex2.05646
PIERAPT00000035292	DPOGS205639	Msex2.05646
PIERAPT00000011507	DPOGS208169	Msex2.03769
PIERAPT00000012026	DPOGS208169	Msex2.03769
PIERAPT00000024695	DPOGS211558,DPOGS211559	Msex2.01519
PIERAPT00000001339	DPOGS212995	Msex2.05489
PIERAPT00000003445	DPOGS212995	Msex2.05489
PIERAPT00000033020	DPOGS215824	Msex2.13538,Msex2.13732
PIERAPT00000021195	DPOGS204503	Msex2.03300,Msex2.13653
PIERAPT00000019673	DPOGS205147	Msex2.09926
PIERAPT00000024096	DPOGS205147	Msex2.09926
PIERAPT00000028712	DPOGS206792	Msex2.09451,Msex2.11393
PIERAPT00000016777	DPOGS207453	Msex2.08843,Msex2.12618
PIERAPT00000013446	DPOGS209220	Msex2.04011
PIERAPT00000024536	DPOGS209220	Msex2.04011
PIERAPT00000016662	DPOGS212464,DPOGS212465	Msex2.09613
PIERAPT00000003713	DPOGS212919	Msex2.01488
PIERAPT00000004293	DPOGS212919	Msex2.01488
PIERAPT00000014787	DPOGS214364	Msex2.05828,Msex2.07618
PIERAPT00000009212	DPOGS201514	Msex2.12650
PIERAPT00000012078	DPOGS201514	Msex2.12650
PIERAPT00000007989	DPOGS201805	Msex2.12164,Msex2.14250
PIERAPT00000004405	DPOGS204004	Msex2.03879
PIERAPT00000027930	DPOGS204004	Msex2.03879
PIERAPT00000014554	DPOGS204130	Msex2.00763
PIERAPT00000020218	DPOGS204130	Msex2.00763
PIERAPT00000018385	DPOGS204332	Msex2.12366,Msex2.12367
PIERAPT00000002001	DPOGS206337	Msex2.00095
PIERAPT00000005179	DPOGS206337	Msex2.00095
PIERAPT00000017901	DPOGS207479	Msex2.08851,Msex2.13238
PIERAPT00000005879	DPOGS208840	Msex2.13975
PIERAPT00000024310	DPOGS208840	Msex2.13975
PIERAPT00000014864	DPOGS210119,DPOGS210120	Msex2.13066
PIERAPT00000015496	DPOGS210275	Msex2.09838
PIERAPT00000031985	DPOGS210275	Msex2.09838
PIERAPT00000034367	DPOGS212747	Msex2.07499,Msex2.10105
PIERAPT00000021294	DPOGS213269	Msex2.04577,Msex2.12095
PIERAPT00000021608	DPOGS213950	Msex2.08209
PIERAPT00000021657	DPOGS213950	Msex2.08209
PIERAPT00000018363	DPOGS214585	Msex2.11007
PIERAPT00000026484	DPOGS214585	Msex2.11007
PIERAPT00000030166	DPOGS215969	Msex2.05146,Msex2.09485
PIERAPT00000020664	DPOGS211521,DPOGS211523	Msex2.10782
PIERAPT00000027674	DPOGS213357	Msex2.01827,Msex2.01829
PIERAPT00000015449	DPOGS213826,DPOGS213827	Msex2.02635
PIERAPT00000007864	DPOGS204353	Msex2.02722
PIERAPT00000013409	DPOGS204353	Msex2.02722
PIERAPT00000025581	DPOGS208156	Msex2.13678
PIERAPT00000033572	DPOGS208156	Msex2.13678
PIERAPT00000001109	DPOGS209948	Msex2.07329,Msex2.07330
PIERAPT00000006501	DPOGS215053	Msex2.01109
PIERAPT00000018858	DPOGS215053	Msex2.01109
PIERAPT00000026605	DPOGS201022	Msex2.03353,Msex2.03354
PIERAPT00000012601	DPOGS204185	Msex2.08032,Msex2.14315
PIERAPT00000004557	DPOGS215926	Msex2.03098
PIERAPT00000031448	DPOGS215926	Msex2.03098
PIERAPT00000001737	DPOGS202703	Msex2.07893
PIERAPT00000021254	DPOGS202703	Msex2.07893
PIERAPT00000000515	DPOGS203493,DPOGS203494	Msex2.07466
PIERAPT00000006653	DPOGS206369	Msex2.00947
PIERAPT00000007857	DPOGS206369	Msex2.00947
PIERAPT00000006318	DPOGS209640	Msex2.05048
PIERAPT00000027918	DPOGS209640	Msex2.05048
PIERAPT00000005799	DPOGS210041	Msex2.13130
PIERAPT00000018402	DPOGS210041	Msex2.13130
PIERAPT00000005715	DPOGS212421	Msex2.04497
PIERAPT00000019721	DPOGS212421	Msex2.04497
PIERAPT00000002617	DPOGS212765	Msex2.13371
PIERAPT00000020689	DPOGS212765	Msex2.13371
PIERAPT00000007289	DPOGS200364	Msex2.03532
PIERAPT00000033706	DPOGS200364	Msex2.03532
PIERAPT00000008109	DPOGS205230	Msex2.10665
PIERAPT00000020481	DPOGS205230	Msex2.10665
PIERAPT00000025951	DPOGS207303	Msex2.06150
PIERAPT00000030832	DPOGS207303	Msex2.06150
PIERAPT00000033173	DPOGS207501	Msex2.06369,Msex2.06370
PIERAPT00000002125	DPOGS209164,DPOGS209165	Msex2.05620
PIERAPT00000011030	DPOGS209384	Msex2.09711
PIERAPT00000028909	DPOGS209384	Msex2.09711
PIERAPT00000016830	DPOGS210639	Msex2.11633
PIERAPT00000017611	DPOGS210639	Msex2.11633
PIERAPT00000020673	DPOGS212113	Msex2.04327
PIERAPT00000026948	DPOGS212113	Msex2.04327
PIERAPT00000029565	DPOGS213532	Msex2.02384
PIERAPT00000033150	DPOGS213532	Msex2.02384
PIERAPT00000002534	DPOGS200622	Msex2.02592,Msex2.15507
PIERAPT00000008687	DPOGS202843	Msex2.06410
PIERAPT00000023956	DPOGS202843	Msex2.06410
PIERAPT00000000774	DPOGS204057	Msex2.14264
PIERAPT00000021133	DPOGS204057	Msex2.14264
PIERAPT00000005743	DPOGS206358	Msex2.08669
PIERAPT00000035508	DPOGS206358	Msex2.08669
PIERAPT00000003241	DPOGS206989	Msex2.09165
PIERAPT00000008456	DPOGS206989	Msex2.09165
PIERAPT00000035267	DPOGS211423	Msex2.13294,Msex2.13295
PIERAPT00000019264	DPOGS200193	Msex2.09416,Msex2.13713
PIERAPT00000003927	DPOGS211227	Msex2.06539
PIERAPT00000033823	DPOGS211227	Msex2.06539
PIERAPT00000000128	DPOGS202072,DPOGS202073	Msex2.02222
PIERAPT00000017103	DPOGS203922	Msex2.02831
PIERAPT00000032542	DPOGS203922	Msex2.02831
PIERAPT00000008069	DPOGS211817	Msex2.09520
PIERAPT00000010969	DPOGS211817	Msex2.09520
PIERAPT00000017128	DPOGS213082	Msex2.12412,Msex2.12457
PIERAPT00000001775	DPOGS215407	Msex2.09365
PIERAPT00000008825	DPOGS215407	Msex2.09365
PIERAPT00000006596	DPOGS202261	Msex2.12581
PIERAPT00000006665	DPOGS202261	Msex2.12581
PIERAPT00000022782	DPOGS204528,DPOGS204529	Msex2.09387
PIERAPT00000003155	DPOGS205058	Msex2.04989
PIERAPT00000030237	DPOGS205058	Msex2.04989
PIERAPT00000016904	DPOGS208771	Msex2.10246
PIERAPT00000033327	DPOGS208771	Msex2.10246
PIERAPT00000003618	DPOGS215175	Msex2.05904
PIERAPT00000024566	DPOGS215175	Msex2.05904
PIERAPT00000014070	DPOGS215630	Msex2.12198
PIERAPT00000023040	DPOGS215630	Msex2.12198
PIERAPT00000019708	DPOGS216158	Msex2.14366,Msex2.14370
PIERAPT00000013740	DPOGS200872	Msex2.06678
PIERAPT00000027217	DPOGS200872	Msex2.06678
PIERAPT00000008907	DPOGS204299	Msex2.06231
PIERAPT00000017960	DPOGS204299	Msex2.06231
PIERAPT00000010396	DPOGS210257	Msex2.09828,Msex2.13680
PIERAPT00000028087	DPOGS214630	Msex2.11006
PIERAPT00000029105	DPOGS214630	Msex2.11006
PIERAPT00000006319	DPOGS200651	Msex2.04044
PIERAPT00000031953	DPOGS200651	Msex2.04044
PIERAPT00000016335	DPOGS208526	Msex2.10884
PIERAPT00000025990	DPOGS208526	Msex2.10884
PIERAPT00000014761	DPOGS208887	Msex2.10520,Msex2.10521
PIERAPT00000009885	DPOGS205719	Msex2.08642,Msex2.08644
PIERAPT00000035404	DPOGS207913	Msex2.10554,Msex2.12155
PIERAPT00000003175	DPOGS207970	Msex2.06338
PIERAPT00000028958	DPOGS207970	Msex2.06338
PIERAPT00000001500	DPOGS209741	Msex2.06044
PIERAPT00000029330	DPOGS209741	Msex2.06044
PIERAPT00000009089	DPOGS214037	Msex2.01178
PIERAPT00000018511	DPOGS214037	Msex2.01178
PIERAPT00000017632	DPOGS215891	Msex2.11256
PIERAPT00000023068	DPOGS215891	Msex2.11256
PIERAPT00000017290	DPOGS202406	Msex2.08901
PIERAPT00000017535	DPOGS202406	Msex2.08901
PIERAPT00000023593	DPOGS203161	Msex2.06730
PIERAPT00000025046	DPOGS203161	Msex2.06730
PIERAPT00000000337	DPOGS203260	Msex2.12674,Msex2.12675
PIERAPT00000008282	DPOGS206879	Msex2.13810
PIERAPT00000029876	DPOGS206879	Msex2.13810
PIERAPT00000018413	DPOGS206931	Msex2.05069
PIERAPT00000024905	DPOGS206931	Msex2.05069
PIERAPT00000027293	DPOGS207146	Msex2.09395,Msex2.11769
PIERAPT00000025893	DPOGS207449	Msex2.08853,Msex2.13936
PIERAPT00000028170	DPOGS208835	Msex2.12000
PIERAPT00000034306	DPOGS208835	Msex2.12000
PIERAPT00000032242	DPOGS209550	Msex2.05686,Msex2.05687
PIERAPT00000033903	DPOGS214545,DPOGS214546	Msex2.02134
PIERAPT00000008081	DPOGS200776	Msex2.06144
PIERAPT00000017608	DPOGS200776	Msex2.06144
PIERAPT00000005910	DPOGS201811	Msex2.12956,Msex2.13305
PIERAPT00000033245	DPOGS202332	Msex2.08108
PIERAPT00000033467	DPOGS202332	Msex2.08108
PIERAPT00000014334	DPOGS207825	Msex2.02260
PIERAPT00000034846	DPOGS207825	Msex2.02260
PIERAPT00000030311	DPOGS202673	Msex2.10409
PIERAPT00000032596	DPOGS202673	Msex2.10409
PIERAPT00000005007	DPOGS203265	Msex2.12668
PIERAPT00000029688	DPOGS203265	Msex2.12668
PIERAPT00000033707	DPOGS214109,DPOGS214110	Msex2.02013
PIERAPT00000014686	DPOGS214127	Msex2.10472
PIERAPT00000016688	DPOGS214127	Msex2.10472
PIERAPT00000002159	DPOGS214953	Msex2.09463
PIERAPT00000035552	DPOGS214953	Msex2.09463
PIERAPT00000007507	DPOGS200272	Msex2.01117
PIERAPT00000013249	DPOGS200272	Msex2.01117
PIERAPT00000024857	DPOGS201435	Msex2.03720
PIERAPT00000030699	DPOGS201435	Msex2.03720
PIERAPT00000006541	DPOGS202729	Msex2.01871
PIERAPT00000013651	DPOGS202729	Msex2.01871
PIERAPT00000014803	DPOGS202981	Msex2.13417,Msex2.14170
PIERAPT00000024909	DPOGS204565	Msex2.02521
PIERAPT00000026423	DPOGS204565	Msex2.02521
PIERAPT00000000532	DPOGS207060	Msex2.12278,Msex2.14332
PIERAPT00000016091	DPOGS216120	Msex2.11533
PIERAPT00000016957	DPOGS216120	Msex2.11533
PIERAPT00000019402	DPOGS201310	Msex2.09216,Msex2.09218
PIERAPT00000016138	DPOGS205353	Msex2.01131
PIERAPT00000019653	DPOGS205353	Msex2.01131
PIERAPT00000017868	DPOGS210724	Msex2.02469
PIERAPT00000019427	DPOGS210724	Msex2.02469
PIERAPT00000018638	DPOGS216097	Msex2.00064
PIERAPT00000023603	DPOGS216097	Msex2.00064
PIERAPT00000002640	DPOGS204639	Msex2.04157
PIERAPT00000013432	DPOGS204639	Msex2.04157
PIERAPT00000029873	DPOGS208994	Msex2.00653
PIERAPT00000030677	DPOGS208994	Msex2.00653
PIERAPT00000022106	DPOGS211252	Msex2.01856
PIERAPT00000032217	DPOGS211252	Msex2.01856
PIERAPT00000012233	DPOGS211917	Msex2.12862,Msex2.13339
PIERAPT00000015340	DPOGS204365	Msex2.02788
PIERAPT00000021172	DPOGS204365	Msex2.02788
PIERAPT00000015463	DPOGS214027	Msex2.01177
PIERAPT00000025153	DPOGS214027	Msex2.01177
PIERAPT00000002576	DPOGS214460	Msex2.11515
PIERAPT00000025667	DPOGS214460	Msex2.11515
PIERAPT00000031144	DPOGS215953	Msex2.06154,Msex2.06167
PIERAPT00000033705	DPOGS200119,DPOGS200120	Msex2.02910
PIERAPT00000004773	DPOGS202399	Msex2.01464
PIERAPT00000025105	DPOGS202399	Msex2.01464
PIERAPT00000007518	DPOGS205594	Msex2.02783
PIERAPT00000031682	DPOGS205594	Msex2.02783
PIERAPT00000012567	DPOGS208497	Msex2.06710
PIERAPT00000023495	DPOGS208497	Msex2.06710
PIERAPT00000014385	DPOGS214543	Msex2.02135
PIERAPT00000034615	DPOGS214543	Msex2.02135
PIERAPT00000000638	DPOGS201935	Msex2.03895
PIERAPT00000019428	DPOGS201935	Msex2.03895
PIERAPT00000007602	DPOGS207925,DPOGS215589	Msex2.04415
PIERAPT00000029472	DPOGS213084	Msex2.11446,Msex2.14198
PIERAPT00000003409	DPOGS214795	Msex2.07985
PIERAPT00000033215	DPOGS214795	Msex2.07985
PIERAPT00000021878	DPOGS200452	Msex2.08154
PIERAPT00000025252	DPOGS200452	Msex2.08154
PIERAPT00000014354	DPOGS202379	Msex2.14156
PIERAPT00000025901	DPOGS202379	Msex2.14156
PIERAPT00000007127	DPOGS206086	Msex2.04962
PIERAPT00000022258	DPOGS206086	Msex2.04962
PIERAPT00000011283	DPOGS207878	Msex2.00462
PIERAPT00000021063	DPOGS207878	Msex2.00462
PIERAPT00000013393	DPOGS214150	Msex2.03181
PIERAPT00000027926	DPOGS214150	Msex2.03181
PIERAPT00000013019	DPOGS202256	Msex2.13948
PIERAPT00000013896	DPOGS202256	Msex2.13948
PIERAPT00000006856	DPOGS204128,DPOGS205550	Msex2.00766
PIERAPT00000009948	DPOGS208745	Msex2.04117
PIERAPT00000033915	DPOGS208745	Msex2.04117
PIERAPT00000016449	DPOGS209157	Msex2.04472
PIERAPT00000020284	DPOGS209157	Msex2.04472
PIERAPT00000000636	DPOGS212287	Msex2.03281
PIERAPT00000023270	DPOGS212287	Msex2.03281
PIERAPT00000003017	DPOGS212743	Msex2.10111
PIERAPT00000024316	DPOGS212743	Msex2.10111
PIERAPT00000000429	DPOGS207113	Msex2.01589
PIERAPT00000031559	DPOGS207113	Msex2.01589
PIERAPT00000007851	DPOGS215129	Msex2.13176,Msex2.13747
PIERAPT00000022030	DPOGS204888	Msex2.01091
PIERAPT00000024577	DPOGS204888	Msex2.01091
PIERAPT00000012796	DPOGS207462	Msex2.12068,Msex2.13324
PIERAPT00000019679	DPOGS210790	Msex2.11589
PIERAPT00000032911	DPOGS210790	Msex2.11589
PIERAPT00000020831	DPOGS213669	Msex2.11982,Msex2.11984
PIERAPT00000011935	DPOGS214122	Msex2.01992
PIERAPT00000029205	DPOGS214122	Msex2.01992
PIERAPT00000002360	DPOGS205114,DPOGS205923	Msex2.12439
PIERAPT00000011427	DPOGS206437,DPOGS206438	Msex2.01842
PIERAPT00000021871	DPOGS211217	Msex2.10074
PIERAPT00000023037	DPOGS211217	Msex2.10074
PIERAPT00000020640	DPOGS212603	Msex2.02928
PIERAPT00000027330	DPOGS212603	Msex2.02928
PIERAPT00000000480	DPOGS215354	Msex2.11801
PIERAPT00000020909	DPOGS215354	Msex2.11801
PIERAPT00000002430	DPOGS209711	Msex2.06045
PIERAPT00000032306	DPOGS209711	Msex2.06045
PIERAPT00000004555	DPOGS213098	Msex2.11555,Msex2.11766
PIERAPT00000031779	DPOGS215144	Msex2.13175,Msex2.13746
PIERAPT00000006716	DPOGS215477	Msex2.04445
PIERAPT00000024754	DPOGS215477	Msex2.04445
PIERAPT00000003990	DPOGS204697	Msex2.03441,Msex2.13312
PIERAPT00000003115	DPOGS211614	Msex2.07201
PIERAPT00000033154	DPOGS211614	Msex2.07201
PIERAPT00000022981	DPOGS214058	Msex2.02688,Msex2.02689
PIERAPT00000018156	DPOGS204752	Msex2.09136
PIERAPT00000028534	DPOGS204752	Msex2.09136
PIERAPT00000008488	DPOGS209632	Msex2.13860,Msex2.14326
PIERAPT00000012485	DPOGS200528	Msex2.08381
PIERAPT00000024692	DPOGS200528	Msex2.08381
PIERAPT00000016833	DPOGS202713	Msex2.12272
PIERAPT00000026798	DPOGS202713	Msex2.12272
PIERAPT00000027851	DPOGS202753	Msex2.02961,Msex2.11197
PIERAPT00000018061	DPOGS208092	Msex2.13021
PIERAPT00000024827	DPOGS208092	Msex2.13021
PIERAPT00000029273	DPOGS216078	Msex2.01657,Msex2.01658
PIERAPT00000005851	DPOGS210038	Msex2.14310,Msex2.14312
PIERAPT00000029127	DPOGS213108	Msex2.13017,Msex2.13930
PIERAPT00000007610	DPOGS205240	Msex2.09807,Msex2.09809
PIERAPT00000022520	DPOGS213094	Msex2.13015,Msex2.14160
PIERAPT00000002175	DPOGS216113	Msex2.00010
PIERAPT00000013982	DPOGS216113	Msex2.00010
PIERAPT00000007576	DPOGS201763	Msex2.06507
PIERAPT00000033753	DPOGS201763	Msex2.06507
PIERAPT00000032435	DPOGS204359	Msex2.11072,Msex2.12514
PIERAPT00000006040	DPOGS203845,DPOGS203846	Msex2.07889
PIERAPT00000033678	DPOGS214234,DPOGS214235	Msex2.03197
PIERAPT00000009821	DPOGS212685	Msex2.08312
PIERAPT00000021413	DPOGS212685	Msex2.08312
PIERAPT00000017682	DPOGS202322	Msex2.12584
PIERAPT00000028460	DPOGS202322	Msex2.12584
PIERAPT00000007011	DPOGS207484	Msex2.13104,Msex2.14111
PIERAPT00000016853	DPOGS203486	Msex2.07454
PIERAPT00000031894	DPOGS203486	Msex2.07454
PIERAPT00000019750	DPOGS211312,DPOGS211314	Msex2.05263
PIERAPT00000007459	DPOGS202611	Msex2.00553
PIERAPT00000008331	DPOGS202611	Msex2.00553
PIERAPT00000000834	DPOGS207596	Msex2.08070
PIERAPT00000010967	DPOGS207596	Msex2.08070
PIERAPT00000021940	DPOGS208620	Msex2.04603
PIERAPT00000030929	DPOGS208620	Msex2.04603
PIERAPT00000004285	DPOGS201479	Msex2.03897
PIERAPT00000022281	DPOGS201479	Msex2.03897
PIERAPT00000015837	DPOGS213088	Msex2.12417,Msex2.13892
PIERAPT00000017586	DPOGS207451	Msex2.08850,Msex2.13239
PIERAPT00000028374	DPOGS209853,DPOGS214804	Msex2.11583
PIERAPT00000009277	DPOGS215722	Msex2.00927
PIERAPT00000030941	DPOGS215722	Msex2.00927
PIERAPT00000002480	DPOGS202266	Msex2.12586
PIERAPT00000021225	DPOGS202266	Msex2.12586
PIERAPT00000017997	DPOGS213618,DPOGS213619	Msex2.02420
PIERAPT00000009499	DPOGS210574	Msex2.02533
PIERAPT00000021667	DPOGS210574	Msex2.02533
PIERAPT00000000383	DPOGS202218	Msex2.07700
PIERAPT00000014641	DPOGS202218	Msex2.07700
PIERAPT00000004039	DPOGS214855	Msex2.03218
PIERAPT00000017615	DPOGS214855	Msex2.03218
PIERAPT00000022036	DPOGS209010	Msex2.05733
PIERAPT00000026312	DPOGS209010	Msex2.05733
PIERAPT00000023011	DPOGS204718	Msex2.11456,Msex2.14036
PIERAPT00000017794	DPOGS209916	Msex2.02723
PIERAPT00000030298	DPOGS209916	Msex2.02723
PIERAPT00000007891	DPOGS211632,DPOGS211633	Msex2.10337
PIERAPT00000004244	DPOGS214941	Msex2.09462
PIERAPT00000017280	DPOGS214941	Msex2.09462
PIERAPT00000002540	DPOGS215654	Msex2.05448
PIERAPT00000033200	DPOGS215654	Msex2.05448
PIERAPT00000012429	DPOGS208197	Msex2.02105
PIERAPT00000022869	DPOGS208197	Msex2.02105
PIERAPT00000002746	DPOGS213591	Msex2.02374,Msex2.02376
PIERAPT00000001313	DPOGS202641,DPOGS202677	Msex2.09583
PIERAPT00000003235	DPOGS209864	Msex2.11742,Msex2.12962
PIERAPT00000005368	DPOGS212686	Msex2.11180,Msex2.11561
PIERAPT00000007135	DPOGS205478	Msex2.08455
PIERAPT00000033589	DPOGS205478	Msex2.08455
PIERAPT00000018471	DPOGS209721,DPOGS209722	Msex2.06020
PIERAPT00000008026	DPOGS203174	Msex2.06754
PIERAPT00000011943	DPOGS203174	Msex2.06754
PIERAPT00000030813	DPOGS203684	Msex2.00228
PIERAPT00000031183	DPOGS203684	Msex2.00228
PIERAPT00000019950	DPOGS208709	Msex2.08188
PIERAPT00000027546	DPOGS208709	Msex2.08188
PIERAPT00000018340	DPOGS215493	Msex2.07717
PIERAPT00000024625	DPOGS215493	Msex2.07717
PIERAPT00000005157	DPOGS204237	Msex2.06224
PIERAPT00000007352	DPOGS204237	Msex2.06224
PIERAPT00000019658	DPOGS208860	Msex2.00646
PIERAPT00000028935	DPOGS208860	Msex2.00646
PIERAPT00000004567	DPOGS208001	Msex2.04728,Msex2.04729
PIERAPT00000013361	DPOGS204122	Msex2.00776
PIERAPT00000029606	DPOGS204122	Msex2.00776
PIERAPT00000020240	DPOGS206946	Msex2.08023
PIERAPT00000030158	DPOGS206946	Msex2.08023
PIERAPT00000026147	DPOGS213085	Msex2.12414,Msex2.12459
PIERAPT00000008617	DPOGS208318	Msex2.11861
PIERAPT00000022399	DPOGS208318	Msex2.11861
PIERAPT00000018191	DPOGS214221	Msex2.03180
PIERAPT00000030001	DPOGS214221	Msex2.03180
PIERAPT00000000757	DPOGS211914	Msex2.12867
PIERAPT00000030576	DPOGS211914	Msex2.12867
PIERAPT00000015556	DPOGS200349	Msex2.07815,Msex2.07816
PIERAPT00000005878	DPOGS204502	Msex2.03330
PIERAPT00000006246	DPOGS204502	Msex2.03330
PIERAPT00000008742	DPOGS209757	Msex2.00132
PIERAPT00000024564	DPOGS209757	Msex2.00132
PIERAPT00000004427	DPOGS215146	Msex2.12603,Msex2.13562
PIERAPT00000013391	DPOGS201525	Msex2.08554
PIERAPT00000019054	DPOGS201525	Msex2.08554
PIERAPT00000003304	DPOGS215982	Msex2.12630,Msex2.13725
PIERAPT00000019951	DPOGS212749	Msex2.07493,Msex2.10112
PIERAPT00000003556	DPOGS216103	Msex2.11532
PIERAPT00000032812	DPOGS216103	Msex2.11532
PIERAPT00000035496	DPOGS200540	Msex2.08857,Msex2.08859
PIERAPT00000011364	DPOGS202854	Msex2.10548
PIERAPT00000020938	DPOGS202854	Msex2.10548
PIERAPT00000000980	DPOGS213218	Msex2.12320
PIERAPT00000021104	DPOGS213218	Msex2.12320
PIERAPT00000020495	DPOGS215629	Msex2.10049
PIERAPT00000024099	DPOGS215629	Msex2.10049
PIERAPT00000028835	DPOGS211909	Msex2.12866
PIERAPT00000034491	DPOGS211909	Msex2.12866
PIERAPT00000010591	DPOGS205427	Msex2.11741,Msex2.12961
PIERAPT00000008445	DPOGS207402	Msex2.01446
PIERAPT00000017904	DPOGS207402	Msex2.01446
PIERAPT00000017759	DPOGS210074	Msex2.13840,Msex2.14486
PIERAPT00000012332	DPOGS212539	Msex2.12889
PIERAPT00000017481	DPOGS212539	Msex2.12889
PIERAPT00000001093	DPOGS215117	Msex2.11059,Msex2.11060
PIERAPT00000007549	DPOGS213115	Msex2.12416,Msex2.13891
PIERAPT00000003649	DPOGS215476	Msex2.13412
PIERAPT00000007663	DPOGS215476	Msex2.13412
PIERAPT00000026850	DPOGS201043,DPOGS201044	Msex2.02223
PIERAPT00000030729	DPOGS201798	Msex2.08303,Msex2.08305
PIERAPT00000022209	DPOGS208501	Msex2.06719,Msex2.06720
PIERAPT00000018586	DPOGS209625	Msex2.11770,Msex2.11952
PIERAPT00000014921	DPOGS212746	Msex2.07496,Msex2.10108
PIERAPT00000019836	DPOGS213111	Msex2.12268,Msex2.13387
PIERAPT00000007035	DPOGS201148	Msex2.13201,Msex2.13202
PIERAPT00000007202	DPOGS210842	Msex2.09697
PIERAPT00000032971	DPOGS210842	Msex2.09697
PIERAPT00000023543	DPOGS201145	Msex2.10161,Msex2.12885
PIERAPT00000005489	DPOGS211768	Msex2.05855
PIERAPT00000035551	DPOGS211768	Msex2.05855
PIERAPT00000023902	DPOGS212990	Msex2.00174,Msex2.00175
PIERAPT00000015766	DPOGS209852	Msex2.03878
PIERAPT00000015891	DPOGS209852	Msex2.03878
PIERAPT00000026421	DPOGS202250	Msex2.08107
PIERAPT00000035530	DPOGS202250	Msex2.08107
PIERAPT00000017652	DPOGS214258	Msex2.10473
PIERAPT00000023425	DPOGS214258	Msex2.10473
PIERAPT00000008466	DPOGS208427	Msex2.09408
PIERAPT00000034929	DPOGS208427	Msex2.09408
PIERAPT00000031864	DPOGS207885	Msex2.00461
PIERAPT00000032081	DPOGS207885	Msex2.00461
PIERAPT00000014501	DPOGS208847	Msex2.10241
PIERAPT00000026582	DPOGS208847	Msex2.10241
PIERAPT00000021813	DPOGS202462	Msex2.14149
PIERAPT00000030593	DPOGS202462	Msex2.14149
PIERAPT00000014275	DPOGS210295	Msex2.11036,Msex2.11038
PIERAPT00000009308	DPOGS211981	Msex2.04721
PIERAPT00000029827	DPOGS211981	Msex2.04721
PIERAPT00000013149	DPOGS208763,DPOGS215385	Msex2.09367
PIERAPT00000017994	DPOGS213077	Msex2.14168
PIERAPT00000035690	DPOGS213077	Msex2.14168
PIERAPT00000010088	DPOGS213128	Msex2.06124,Msex2.14504
PIERAPT00000006121	DPOGS204625	Msex2.13764
PIERAPT00000015475	DPOGS204625	Msex2.13764
PIERAPT00000028446	DPOGS200520,DPOGS201683	Msex2.00147
PIERAPT00000003106	DPOGS203783	Msex2.12196
PIERAPT00000019527	DPOGS203783	Msex2.12196
PIERAPT00000019786	DPOGS204505	Msex2.03298,Msex2.13655
PIERAPT00000027655	DPOGS215538	Msex2.11182
PIERAPT00000031725	DPOGS215538	Msex2.11182
PIERAPT00000010436	DPOGS207332	Msex2.15153
PIERAPT00000027327	DPOGS207332	Msex2.15153
PIERAPT00000003081	DPOGS205226	Msex2.05377
