# Species	Genes	Alg.-Conn.	Dp_geneset_OGS2_pep.fasta	MsexOGS2_LongestProt-2021.fas	PierisLongestCDS.fas
3	3	0.686	DPOGS215208-PA	Msex2.13138-RA	PIERAPT00000013471
3	3	0.685	DPOGS200334-PA	Msex2.05357-RA	PIERAPT00000034168
3	3	0.685	DPOGS206079-PA	Msex2.09183-RA	PIERAPT00000006427
3	3	0.685	DPOGS207793-PA	Msex2.06654-RA	PIERAPT00000024051
3	3	0.685	DPOGS209895-PA	Msex2.12990-RA	PIERAPT00000000146
3	3	0.685	DPOGS210820-PA	Msex2.06424-RA	PIERAPT00000004162
3	3	0.684	DPOGS200558-PA	Msex2.08860-RA	PIERAPT00000031866
3	3	0.684	DPOGS203250-PA	Msex2.07593-RA	PIERAPT00000014122
3	3	0.684	DPOGS207642-PA	Msex2.02043-RA	PIERAPT00000016934
3	3	0.684	DPOGS210042-PA	Msex2.10847-RC	PIERAPT00000034036
3	3	0.684	DPOGS210242-PA	Msex2.09278-RA	PIERAPT00000030696
3	3	0.684	DPOGS212029-PA	Msex2.06097-RA	PIERAPT00000004062
3	3	0.684	DPOGS215363-PA	Msex2.10451-RA	PIERAPT00000014513
3	3	0.683	DPOGS204573-PA	Msex2.09073-RA	PIERAPT00000018607
3	3	0.683	DPOGS206051-PA	Msex2.09110-RA	PIERAPT00000008613
3	3	0.683	DPOGS206377-PA	Msex2.00960-RB	PIERAPT00000013386
3	3	0.683	DPOGS210100-PA	Msex2.13415-RB	PIERAPT00000027516
3	3	0.683	DPOGS210219-PA	Msex2.09277-RA	PIERAPT00000017365
3	3	0.683	DPOGS211696-PA	Msex2.08323-RA	PIERAPT00000026417
3	3	0.683	DPOGS211721-PA	Msex2.01503-RA	PIERAPT00000003449
3	3	0.682	DPOGS200812-PA	Msex2.00146-RA	PIERAPT00000022084
3	3	0.682	DPOGS204712-PA	Msex2.09749-RA	PIERAPT00000003822
3	3	0.682	DPOGS206555-PA	Msex2.11556-RB	PIERAPT00000027250
3	3	0.682	DPOGS206892-PA	Msex2.03634-RA	PIERAPT00000027520
3	3	0.682	DPOGS208780-PA	Msex2.12007-RA	PIERAPT00000023756
3	3	0.682	DPOGS214691-PA	Msex2.03003-RA	PIERAPT00000006415
3	3	0.682	DPOGS215464-PA	Msex2.07725-RA	PIERAPT00000011614
3	3	0.681	DPOGS204472-PA	Msex2.06842-RC	PIERAPT00000022779
3	3	0.681	DPOGS210959-PA	Msex2.03724-RA	PIERAPT00000033305
3	3	0.681	DPOGS211328-PA	Msex2.05247-RA	PIERAPT00000022141
3	3	0.681	DPOGS211581-PA	Msex2.00576-RG	PIERAPT00000024245
3	3	0.681	DPOGS215923-PA	Msex2.03087-RA	PIERAPT00000034707
3	3	0.68	DPOGS202427-PA	Msex2.13712-RA	PIERAPT00000022509
3	3	0.68	DPOGS203665-PA	Msex2.09423-RA	PIERAPT00000031871
3	3	0.68	DPOGS206915-PA	Msex2.01547-RA	PIERAPT00000023859
3	3	0.68	DPOGS209567-PA	Msex2.05034-RA	PIERAPT00000008599
3	3	0.679	DPOGS202815-PA	Msex2.07651-RB	PIERAPT00000000286
3	3	0.679	DPOGS203804-PA	Msex2.00207-RA	PIERAPT00000022298
3	3	0.679	DPOGS204198-PA	Msex2.13039-RA	PIERAPT00000005908
3	3	0.679	DPOGS206775-PA	Msex2.04694-RA	PIERAPT00000009598
3	3	0.679	DPOGS209314-PA	Msex2.06255-RA	PIERAPT00000000812
3	3	0.679	DPOGS209800-PA	Msex2.07181-RB	PIERAPT00000004754
3	3	0.679	DPOGS211744-PA	Msex2.15269-RA	PIERAPT00000006739
3	3	0.679	DPOGS212562-PA	Msex2.14977-RA	PIERAPT00000001467
3	3	0.678	DPOGS202108-PA	Msex2.10391-RA	PIERAPT00000031811
3	3	0.678	DPOGS202126-PA	Msex2.06770-RA	PIERAPT00000014432
3	3	0.678	DPOGS205929-PA	Msex2.11333-RB	PIERAPT00000033223
3	3	0.678	DPOGS210005-PA	Msex2.07159-RA	PIERAPT00000027269
3	3	0.678	DPOGS215831-PA	Msex2.08476-RA	PIERAPT00000012545
3	3	0.677	DPOGS207979-PA	Msex2.06319-RA	PIERAPT00000014607
3	3	0.677	DPOGS211385-PA	Msex2.07100-RA	PIERAPT00000029711
3	3	0.677	DPOGS212102-PA	Msex2.04307-RA	PIERAPT00000010958
3	3	0.677	DPOGS212770-PA	Msex2.12799-RA	PIERAPT00000033854
3	3	0.677	DPOGS215995-PA	Msex2.04572-RA	PIERAPT00000001501
3	3	0.676	DPOGS200157-PA	Msex2.11808-RA	PIERAPT00000032263
3	3	0.676	DPOGS200816-PA	Msex2.10866-RA	PIERAPT00000032598
3	3	0.676	DPOGS201427-PA	Msex2.13266-RC	PIERAPT00000025446
3	3	0.676	DPOGS201501-PA	Msex2.03717-RB	PIERAPT00000007436
3	3	0.676	DPOGS202199-PA	Msex2.03024-RC	PIERAPT00000029009
3	3	0.676	DPOGS202456-PA	Msex2.08087-RF	PIERAPT00000009924
3	3	0.676	DPOGS204562-PA	Msex2.10439-RB	PIERAPT00000006196
3	3	0.676	DPOGS205247-PA	Msex2.09802-RA	PIERAPT00000027318
3	3	0.676	DPOGS206150-PA	Msex2.03398-RA	PIERAPT00000010855
3	3	0.676	DPOGS211678-PA	Msex2.05946-RA	PIERAPT00000020541
3	3	0.676	DPOGS211998-PA	Msex2.03080-RA	PIERAPT00000022866
3	3	0.676	DPOGS215593-PA	Msex2.04408-RA	PIERAPT00000026942
3	3	0.675	DPOGS200010-PA	Msex2.03838-RB	PIERAPT00000021050
3	3	0.675	DPOGS202730-PA	Msex2.01873-RA	PIERAPT00000002976
3	3	0.675	DPOGS203517-PA	Msex2.04923-RB	PIERAPT00000023112
3	3	0.675	DPOGS206446-PA	Msex2.08990-RF	PIERAPT00000034958
3	3	0.675	DPOGS208964-PA	Msex2.08005-RB	PIERAPT00000007643
3	3	0.675	DPOGS210078-PA	Msex2.11946-RA	PIERAPT00000026048
3	3	0.675	DPOGS211258-PA	Msex2.01854-RB	PIERAPT00000033826
3	3	0.675	DPOGS213551-PA	Msex2.02351-RB	PIERAPT00000010999
3	3	0.674	DPOGS205997-PA	Msex2.08837-RB	PIERAPT00000017292
3	3	0.674	DPOGS206737-PA	Msex2.02167-RA	PIERAPT00000030886
3	3	0.674	DPOGS207258-PA	Msex2.06141-RA	PIERAPT00000018130
3	3	0.674	DPOGS213652-PA	Msex2.03654-RA	PIERAPT00000010936
3	3	0.674	DPOGS214548-PA	Msex2.02130-RA	PIERAPT00000022239
3	3	0.674	DPOGS214944-PA	Msex2.09468-RA	PIERAPT00000022051
3	3	0.673	DPOGS200784-PA	Msex2.12785-RA	PIERAPT00000017627
3	3	0.673	DPOGS202232-PA	Msex2.03031-RF	PIERAPT00000035095
3	3	0.673	DPOGS202986-PA	Msex2.06587-RB	PIERAPT00000011663
3	3	0.673	DPOGS206817-PA	Msex2.09891-RA	PIERAPT00000030091
3	3	0.673	DPOGS210413-PA	Msex2.07539-RA	PIERAPT00000018506
3	3	0.673	DPOGS212551-PA	Msex2.11108-RA	PIERAPT00000000801
3	3	0.673	DPOGS215198-PA	Msex2.05873-RA	PIERAPT00000023894
3	3	0.673	DPOGS215965-PA	Msex2.12236-RA	PIERAPT00000006656
3	3	0.672	DPOGS207120-PA	Msex2.01607-RC	PIERAPT00000013663
3	3	0.672	DPOGS208748-PA	Msex2.04114-RA	PIERAPT00000026886
3	3	0.672	DPOGS208813-PA	Msex2.04890-RB	PIERAPT00000033996
3	3	0.672	DPOGS210061-PA	Msex2.12209-RA	PIERAPT00000022094
3	3	0.672	DPOGS212350-PA	Msex2.11720-RA	PIERAPT00000007238
3	3	0.672	DPOGS214483-PA	Msex2.04837-RA	PIERAPT00000027736
3	3	0.672	DPOGS215022-PA	Msex2.12070-RA	PIERAPT00000031468
3	3	0.671	DPOGS204585-PA	Msex2.02526-RA	PIERAPT00000010919
3	3	0.671	DPOGS207447-PA	Msex2.13100-RA	PIERAPT00000000031
3	3	0.671	DPOGS209778-PA	Msex2.09872-RA	PIERAPT00000007731
3	3	0.671	DPOGS211430-PA	Msex2.07099-RA	PIERAPT00000007379
3	3	0.671	DPOGS212316-PA	Msex2.13950-RA	PIERAPT00000030374
3	3	0.671	DPOGS215211-PA	Msex2.05872-RA	PIERAPT00000027604
3	3	0.671	DPOGS215784-PA	Msex2.05487-RB	PIERAPT00000008420
3	3	0.67	DPOGS200048-PA	Msex2.01479-RA	PIERAPT00000008459
3	3	0.67	DPOGS202990-PA	Msex2.06582-RA	PIERAPT00000007415
3	3	0.67	DPOGS204411-PA	Msex2.06837-RA	PIERAPT00000035148
3	3	0.67	DPOGS205502-PA	Msex2.09601-RA	PIERAPT00000017156
3	3	0.67	DPOGS206295-PA	Msex2.08045-RA	PIERAPT00000035294
3	3	0.67	DPOGS210382-PA	Msex2.15395-RA	PIERAPT00000012687
3	3	0.67	DPOGS212695-PA	Msex2.12798-RA	PIERAPT00000026801
3	3	0.67	DPOGS213149-PA	Msex2.13584-RB	PIERAPT00000005511
3	3	0.67	DPOGS213612-PA	Msex2.02407-RA	PIERAPT00000005828
3	3	0.67	DPOGS214116-PA	Msex2.02000-RB	PIERAPT00000002065
3	3	0.669	DPOGS206279-PA	Msex2.05818-RA	PIERAPT00000033895
3	3	0.669	DPOGS206466-PA	Msex2.01894-RA	PIERAPT00000032918
3	3	0.669	DPOGS210632-PA	Msex2.04287-RA	PIERAPT00000018777
3	3	0.669	DPOGS211343-PA	Msex2.00441-RA	PIERAPT00000011886
3	3	0.668	DPOGS201651-PA	Msex2.01786-RA	PIERAPT00000000004
3	3	0.668	DPOGS204112-PA	Msex2.00761-RA	PIERAPT00000009956
3	3	0.668	DPOGS206956-PA	Msex2.01546-RE	PIERAPT00000027879
3	3	0.668	DPOGS210896-PA	Msex2.00275-RA	PIERAPT00000035640
3	3	0.668	DPOGS212475-PA	Msex2.10193-RA	PIERAPT00000005284
3	3	0.667	DPOGS202178-PA	Msex2.09677-RA	PIERAPT00000019290
3	3	0.667	DPOGS204722-PA	Msex2.09752-RA	PIERAPT00000012447
3	3	0.667	DPOGS205254-PA	Msex2.02482-RA	PIERAPT00000003933
3	3	0.667	DPOGS208568-PA	Msex2.11342-RA	PIERAPT00000031420
3	3	0.667	DPOGS213196-PA	Msex2.02123-RA	PIERAPT00000029227
3	3	0.667	DPOGS213240-PA	Msex2.07265-RB	PIERAPT00000022672
3	3	0.667	DPOGS215524-PA	Msex2.12876-RA	PIERAPT00000031170
3	3	0.666	DPOGS201932-PA	Msex2.07922-RA	PIERAPT00000031689
3	3	0.666	DPOGS202282-PA	Msex2.05282-RB	PIERAPT00000029137
3	3	0.666	DPOGS202735-PA	Msex2.01874-RA	PIERAPT00000009944
3	3	0.666	DPOGS204533-PA	Msex2.09392-RB	PIERAPT00000029298
3	3	0.666	DPOGS204884-PA	Msex2.10326-RA	PIERAPT00000009299
3	3	0.666	DPOGS210316-PA	Msex2.15174-RA	PIERAPT00000029208
3	3	0.666	DPOGS214993-PA	Msex2.08419-RA	PIERAPT00000002309
3	3	0.665	DPOGS200134-PA	Msex2.10418-RA	PIERAPT00000018481
3	3	0.665	DPOGS201957-PA	Msex2.07667-RF	PIERAPT00000000870
3	3	0.665	DPOGS208465-PA	Msex2.07862-RA	PIERAPT00000019606
3	3	0.665	DPOGS210180-PA	Msex2.07204-RD	PIERAPT00000018844
3	3	0.665	DPOGS213191-PA	Msex2.05141-RA	PIERAPT00000003035
3	3	0.664	DPOGS203706-PA	Msex2.00191-RA	PIERAPT00000030918
3	3	0.664	DPOGS204561-PA	Msex2.12148-RA	PIERAPT00000029596
3	3	0.664	DPOGS207515-PA	Msex2.05224-RA	PIERAPT00000027113
3	3	0.664	DPOGS208953-PA	Msex2.09329-RA	PIERAPT00000030326
3	3	0.664	DPOGS209630-PA	Msex2.11773-RB	PIERAPT00000029058
3	3	0.664	DPOGS213661-PA	Msex2.13864-RA	PIERAPT00000017698
3	3	0.663	DPOGS200791-PA	Msex2.13151-RA	PIERAPT00000027079
3	3	0.663	DPOGS205207-PA	Msex2.09811-RA	PIERAPT00000031720
3	3	0.663	DPOGS207601-PA	Msex2.04375-RA	PIERAPT00000003290
3	3	0.663	DPOGS209017-PA	Msex2.00694-RA	PIERAPT00000012846
3	3	0.662	DPOGS200384-PA	Msex2.02701-RA	PIERAPT00000014364
3	3	0.662	DPOGS203796-PA	Msex2.00198-RA	PIERAPT00000001955
3	3	0.662	DPOGS206078-PA	Msex2.09185-RA	PIERAPT00000021120
3	3	0.662	DPOGS209095-PA	Msex2.03856-RA	PIERAPT00000010066
3	3	0.662	DPOGS212036-PA	Msex2.01747-RA	PIERAPT00000031040
3	3	0.661	DPOGS200577-PA	Msex2.12613-RF	PIERAPT00000019637
3	3	0.661	DPOGS204102-PA	Msex2.00747-RA	PIERAPT00000000791
3	3	0.661	DPOGS204725-PA	Msex2.09746-RA	PIERAPT00000025677
3	3	0.661	DPOGS212096-PA	Msex2.04299-RA	PIERAPT00000025005
3	3	0.661	DPOGS215609-PA	Msex2.06999-RA	PIERAPT00000010726
3	3	0.66	DPOGS200087-PA	Msex2.09009-RA	PIERAPT00000006528
3	3	0.66	DPOGS204264-PA	Msex2.07051-RA	PIERAPT00000013474
3	3	0.66	DPOGS206911-PA	Msex2.03601-RA	PIERAPT00000006253
3	3	0.66	DPOGS211367-PA	Msex2.00433-RA	PIERAPT00000031726
3	3	0.659	DPOGS202875-PA	Msex2.13780-RA	PIERAPT00000019965
3	3	0.659	DPOGS206795-PA	Msex2.09949-RA	PIERAPT00000032052
3	3	0.659	DPOGS207882-PA	Msex2.00457-RA	PIERAPT00000022968
3	3	0.659	DPOGS208095-PA	Msex2.11301-RA	PIERAPT00000014268
3	3	0.659	DPOGS210140-PA	Msex2.00253-RA	PIERAPT00000023789
3	3	0.659	DPOGS210384-PA	Msex2.14005-RA	PIERAPT00000018123
3	3	0.659	DPOGS213641-PA	Msex2.03660-RA	PIERAPT00000006869
3	3	0.658	DPOGS200734-PA	Msex2.10613-RA	PIERAPT00000002925
3	3	0.658	DPOGS201781-PA	Msex2.11363-RA	PIERAPT00000016606
3	3	0.658	DPOGS206073-PA	Msex2.09195-RA	PIERAPT00000013482
3	3	0.658	DPOGS208646-PA	Msex2.09788-RB	PIERAPT00000028595
3	3	0.658	DPOGS210243-PA	Msex2.09284-RA	PIERAPT00000026914
3	3	0.658	DPOGS215508-PA	Msex2.09089-RA	PIERAPT00000010713
3	3	0.657	DPOGS201826-PA	Msex2.03832-RA	PIERAPT00000032042
3	3	0.657	DPOGS205787-PA	Msex2.10218-RA	PIERAPT00000001419
3	3	0.657	DPOGS206328-PA	Msex2.11356-RB	PIERAPT00000013949
3	3	0.657	DPOGS207792-PA	Msex2.06656-RA	PIERAPT00000002226
3	3	0.657	DPOGS212877-PA	Msex2.00869-RA	PIERAPT00000001941
3	3	0.656	DPOGS200902-PA	Msex2.09023-RB	PIERAPT00000005905
3	3	0.656	DPOGS207731-PA	Msex2.02274-RA	PIERAPT00000008385
3	3	0.656	DPOGS208863-PA	Msex2.00644-RA	PIERAPT00000034717
3	3	0.655	DPOGS203547-PA	Msex2.04918-RA	PIERAPT00000028146
3	3	0.655	DPOGS204636-PA	Msex2.04161-RC	PIERAPT00000030412
3	3	0.655	DPOGS212429-PA	Msex2.04504-RA	PIERAPT00000035612
3	3	0.655	DPOGS212527-PA	Msex2.09618-RA	PIERAPT00000013641
3	3	0.655	DPOGS212599-PA	Msex2.02948-RA	PIERAPT00000009350
3	3	0.655	DPOGS214312-PA	Msex2.09978-RB	PIERAPT00000004870
3	3	0.655	DPOGS215041-PA	Msex2.03549-RA	PIERAPT00000003146
3	3	0.654	DPOGS200820-PA	Msex2.06675-RA	PIERAPT00000032154
3	3	0.654	DPOGS201069-PA	Msex2.06462-RA	PIERAPT00000006763
3	3	0.654	DPOGS201428-PA	Msex2.08548-RA	PIERAPT00000004939
3	3	0.654	DPOGS203912-PA	Msex2.09126-RA	PIERAPT00000027867
3	3	0.654	DPOGS204289-PA	Msex2.07052-RA	PIERAPT00000004612
3	3	0.654	DPOGS204970-PA	Msex2.08294-RA	PIERAPT00000003770
3	3	0.654	DPOGS209162-PA	Msex2.05623-RC	PIERAPT00000035553
3	3	0.654	DPOGS210612-PA	Msex2.11322-RA	PIERAPT00000008393
3	3	0.654	DPOGS212647-PA	Msex2.07370-RA	PIERAPT00000030525
3	3	0.654	DPOGS213352-PA	Msex2.09558-RA	PIERAPT00000008509
3	3	0.653	DPOGS200554-PA	Msex2.08864-RA	PIERAPT00000015034
3	3	0.653	DPOGS202168-PA	Msex2.08917-RD	PIERAPT00000021890
3	3	0.653	DPOGS207325-PA	Msex2.09869-RA	PIERAPT00000028697
3	3	0.652	DPOGS207349-PA	Msex2.12470-RA	PIERAPT00000006063
3	3	0.652	DPOGS215139-PA	Msex2.15113-RB	PIERAPT00000014934
3	3	0.651	DPOGS202001-PA	Msex2.05570-RA	PIERAPT00000010553
3	3	0.651	DPOGS202048-PA	Msex2.14374-RA	PIERAPT00000016759
3	3	0.651	DPOGS205946-PA	Msex2.12078-RB	PIERAPT00000017537
3	3	0.651	DPOGS210401-PA	Msex2.07168-RC	PIERAPT00000014017
3	3	0.651	DPOGS210568-PA	Msex2.02535-RE	PIERAPT00000032941
3	3	0.651	DPOGS215996-PA	Msex2.09479-RA	PIERAPT00000005241
3	3	0.65	DPOGS201024-PA	Msex2.05560-RA	PIERAPT00000001781
3	3	0.65	DPOGS204084-PA	Msex2.08161-RA	PIERAPT00000022579
3	3	0.65	DPOGS210027-PA	Msex2.05794-RA	PIERAPT00000028591
3	3	0.65	DPOGS213205-PA	Msex2.14379-RA	PIERAPT00000004630
3	3	0.65	DPOGS213561-PA	Msex2.02338-RA	PIERAPT00000003127
3	3	0.65	DPOGS214369-PA	Msex2.07613-RB	PIERAPT00000005112
3	3	0.65	DPOGS215877-PA	Msex2.03067-RB	PIERAPT00000013425
3	3	0.649	DPOGS200680-PA	Msex2.02583-RA	PIERAPT00000020066
3	3	0.649	DPOGS204832-PA	Msex2.06947-RA	PIERAPT00000024680
3	3	0.649	DPOGS205872-PA	Msex2.11218-RA	PIERAPT00000015622
3	3	0.649	DPOGS206398-PA	Msex2.00952-RA	PIERAPT00000017842
3	3	0.649	DPOGS206455-PA	Msex2.01900-RC	PIERAPT00000004682
3	3	0.649	DPOGS208223-PA	Msex2.00827-RA	PIERAPT00000019156
3	3	0.649	DPOGS210960-PA	Msex2.03725-RB	PIERAPT00000021781
3	3	0.649	DPOGS213212-PA	Msex2.05117-RA	PIERAPT00000022416
3	3	0.649	DPOGS214024-PA	Msex2.01185-RA	PIERAPT00000020891
3	3	0.649	DPOGS216086-PA	Msex2.06879-RB	PIERAPT00000020466
3	3	0.648	DPOGS203159-PA	Msex2.06727-RA	PIERAPT00000029923
3	3	0.648	DPOGS204638-PA	Msex2.04159-RA	PIERAPT00000020206
3	3	0.648	DPOGS205778-PA	Msex2.02666-RA	PIERAPT00000022849
3	3	0.648	DPOGS207140-PA	Msex2.09902-RB	PIERAPT00000027230
3	3	0.648	DPOGS210068-PA	Msex2.12479-RA	PIERAPT00000023282
3	3	0.648	DPOGS211087-PA	Msex2.10082-RA	PIERAPT00000016500
3	3	0.648	DPOGS215621-PA	Msex2.13244-RA	PIERAPT00000027890
3	3	0.647	DPOGS204494-PA	Msex2.03321-RA	PIERAPT00000021187
3	3	0.647	DPOGS208921-PA	Msex2.08661-RB	PIERAPT00000018244
3	3	0.647	DPOGS208961-PA	Msex2.08010-RE	PIERAPT00000028217
3	3	0.647	DPOGS214006-PA	Msex2.12900-RF	PIERAPT00000003521
3	3	0.647	DPOGS214064-PA	Msex2.12539-RB	PIERAPT00000018391
3	3	0.646	DPOGS200595-PA	Msex2.04056-RA	PIERAPT00000035585
3	3	0.646	DPOGS200914-PA	Msex2.06559-RC	PIERAPT00000000277
3	3	0.646	DPOGS201374-PA	Msex2.08619-RC	PIERAPT00000015358
3	3	0.646	DPOGS202530-PA	Msex2.02499-RA	PIERAPT00000028890
3	3	0.646	DPOGS203071-PA	Msex2.09774-RA	PIERAPT00000014463
3	3	0.646	DPOGS203986-PA	Msex2.02072-RA	PIERAPT00000018406
3	3	0.646	DPOGS209209-PA	Msex2.00380-RA	PIERAPT00000030692
3	3	0.646	DPOGS209580-PA	Msex2.12019-RA	PIERAPT00000001599
3	3	0.646	DPOGS209915-PA	Msex2.02721-RA	PIERAPT00000012347
3	3	0.646	DPOGS214085-PA	Msex2.00103-RA	PIERAPT00000007464
3	3	0.645	DPOGS200718-PA	Msex2.07118-RA	PIERAPT00000003466
3	3	0.645	DPOGS201072-PA	Msex2.06457-RA	PIERAPT00000007690
3	3	0.645	DPOGS201125-PA	Msex2.04716-RA	PIERAPT00000026693
3	3	0.645	DPOGS206430-PA	Msex2.06274-RB	PIERAPT00000012912
3	3	0.645	DPOGS208692-PA	Msex2.04113-RC	PIERAPT00000020768
3	3	0.644	DPOGS201853-PA	Msex2.06888-RA	PIERAPT00000030361
3	3	0.644	DPOGS203959-PA	Msex2.08259-RI	PIERAPT00000023323
3	3	0.644	DPOGS205948-PA	Msex2.11325-RA	PIERAPT00000031736
3	3	0.643	DPOGS203961-PA	Msex2.08249-RA	PIERAPT00000028973
3	3	0.643	DPOGS209584-PA	Msex2.13862-RA	PIERAPT00000029800
3	3	0.643	DPOGS210043-PA	Msex2.10849-RA	PIERAPT00000023843
3	3	0.643	DPOGS212083-PA	Msex2.05027-RA	PIERAPT00000003866
3	3	0.642	DPOGS204127-PA	Msex2.00768-RA	PIERAPT00000016638
3	3	0.642	DPOGS206000-PA	Msex2.11601-RA	PIERAPT00000011145
3	3	0.642	DPOGS209666-PA	Msex2.01423-RA	PIERAPT00000024110
3	3	0.641	DPOGS200358-PA	Msex2.12083-RA	PIERAPT00000012161
3	3	0.641	DPOGS200499-PA	Msex2.00654-RE	PIERAPT00000007230
3	3	0.641	DPOGS207611-PA	Msex2.00556-RA	PIERAPT00000030486
3	3	0.641	DPOGS209847-PA	Msex2.05171-RA	PIERAPT00000003148
3	3	0.641	DPOGS211713-PA	Msex2.02781-RA	PIERAPT00000027400
3	3	0.641	DPOGS215492-PA	Msex2.07718-RD	PIERAPT00000024311
3	3	0.639	DPOGS207360-PA	Msex2.02762-RA	PIERAPT00000002486
3	3	0.639	DPOGS209092-PA	Msex2.03855-RA	PIERAPT00000021620
3	3	0.639	DPOGS211363-PA	Msex2.00452-RA	PIERAPT00000026992
3	3	0.639	DPOGS213063-PA	Msex2.08803-RE	PIERAPT00000016109
3	3	0.638	DPOGS200480-PA	Msex2.02975-RB	PIERAPT00000028643
3	3	0.638	DPOGS203261-PA	Msex2.12670-RA	PIERAPT00000005365
3	3	0.638	DPOGS204393-PA	Msex2.03319-RA	PIERAPT00000028246
3	3	0.638	DPOGS207452-PA	Msex2.08849-RA	PIERAPT00000034995
3	3	0.638	DPOGS210860-PA	Msex2.04649-RA	PIERAPT00000000723
3	3	0.637	DPOGS202778-PA	Msex2.06411-RA	PIERAPT00000020649
3	3	0.637	DPOGS205284-PA	Msex2.03959-RB	PIERAPT00000011298
3	3	0.637	DPOGS209467-PA	Msex2.12651-RA	PIERAPT00000013416
3	3	0.636	DPOGS202413-PA	Msex2.08903-RA	PIERAPT00000029820
3	3	0.636	DPOGS205420-PA	Msex2.11750-RA	PIERAPT00000034942
3	3	0.636	DPOGS206932-PA	Msex2.05070-RA	PIERAPT00000033973
3	3	0.636	DPOGS212992-PA	Msex2.00179-RA	PIERAPT00000016784
3	3	0.636	DPOGS213146-PA	Msex2.12301-RA	PIERAPT00000010732
3	3	0.636	DPOGS215042-PA	Msex2.03552-RA	PIERAPT00000030430
3	3	0.635	DPOGS200658-PA	Msex2.11804-RA	PIERAPT00000032884
3	3	0.635	DPOGS201289-PA	Msex2.05412-RA	PIERAPT00000005202
3	3	0.635	DPOGS203984-PA	Msex2.02074-RA	PIERAPT00000023141
3	3	0.635	DPOGS203988-PA	Msex2.02069-RA	PIERAPT00000010362
3	3	0.635	DPOGS204545-PA	Msex2.08826-RC	PIERAPT00000002282
3	3	0.635	DPOGS208447-PA	Msex2.09409-RC	PIERAPT00000029733
3	3	0.635	DPOGS210080-PA	Msex2.11949-RA	PIERAPT00000031383
3	3	0.635	DPOGS210365-PA	Msex2.08932-RC	PIERAPT00000013206
3	3	0.634	DPOGS204463-PA	Msex2.06862-RA	PIERAPT00000024509
3	3	0.634	DPOGS213608-PA	Msex2.02400-RA	PIERAPT00000033432
3	3	0.634	DPOGS215237-PA	Msex2.10144-RA	PIERAPT00000012322
3	3	0.634	DPOGS215324-PA	Msex2.08716-RA	PIERAPT00000008653
3	3	0.633	DPOGS200192-PA	Msex2.13928-RA	PIERAPT00000018988
3	3	0.633	DPOGS202414-PA	Msex2.08900-RA	PIERAPT00000023152
3	3	0.633	DPOGS209953-PA	Msex2.10736-RA	PIERAPT00000028898
3	3	0.633	DPOGS210192-PA	Msex2.02146-RB	PIERAPT00000000007
3	3	0.633	DPOGS210616-PA	Msex2.03050-RA	PIERAPT00000016917
3	3	0.633	DPOGS211472-PA	Msex2.12149-RA	PIERAPT00000007468
3	3	0.633	DPOGS211546-PA	Msex2.09942-RA	PIERAPT00000026775
3	3	0.633	DPOGS212156-PA	Msex2.04313-RB	PIERAPT00000009115
3	3	0.633	DPOGS212585-PA	Msex2.02922-RA	PIERAPT00000010830
3	3	0.633	DPOGS213287-PA	Msex2.08596-RA	PIERAPT00000020810
3	3	0.633	DPOGS213807-PA	Msex2.01283-RA	PIERAPT00000003361
3	3	0.633	DPOGS214213-PA	Msex2.03163-RA	PIERAPT00000028201
3	3	0.632	DPOGS212512-PA	Msex2.10189-RA	PIERAPT00000024270
3	3	0.632	DPOGS213578-PA	Msex2.15506-RE	PIERAPT00000034187
3	3	0.632	DPOGS214401-PA	Msex2.07761-RA	PIERAPT00000001803
3	3	0.631	DPOGS200426-PA	Msex2.01622-RD	PIERAPT00000021646
3	3	0.631	DPOGS201574-PA	Msex2.13783-RA	PIERAPT00000026381
3	3	0.631	DPOGS203668-PA	Msex2.09428-RB	PIERAPT00000004845
3	3	0.631	DPOGS207718-PA	Msex2.02291-RA	PIERAPT00000007424
3	3	0.631	DPOGS211120-PA	Msex2.11144-RA	PIERAPT00000013884
3	3	0.63	DPOGS207724-PA	Msex2.02285-RF	PIERAPT00000005140
3	3	0.63	DPOGS209754-PA	Msex2.00135-RA	PIERAPT00000016330
3	3	0.63	DPOGS210734-PA	Msex2.02459-RA	PIERAPT00000020333
3	3	0.63	DPOGS211798-PA	Msex2.05843-RE	PIERAPT00000015060
3	3	0.63	DPOGS213232-PA	Msex2.11823-RA	PIERAPT00000006951
3	3	0.63	DPOGS213852-PA	Msex2.02568-RA	PIERAPT00000014811
3	3	0.629	DPOGS203993-PA	Msex2.02061-RA	PIERAPT00000035353
3	3	0.629	DPOGS204678-PA	Msex2.09302-RA	PIERAPT00000017356
3	3	0.629	DPOGS204804-PA	Msex2.05802-RB	PIERAPT00000012890
3	3	0.629	DPOGS205084-PA	Msex2.04979-RB	PIERAPT00000020715
3	3	0.629	DPOGS206381-PA	Msex2.00964-RC	PIERAPT00000004619
3	3	0.629	DPOGS207522-PA	Msex2.05231-RA	PIERAPT00000005759
3	3	0.629	DPOGS209669-PA	Msex2.04793-RD	PIERAPT00000022003
3	3	0.629	DPOGS210108-PA	Msex2.10852-RA	PIERAPT00000022854
3	3	0.629	DPOGS211524-PA	Msex2.10785-RA	PIERAPT00000025543
3	3	0.628	DPOGS205072-PA	Msex2.04963-RB	PIERAPT00000029542
