# Species	Genes	Alg.-Conn.	Dp_geneset_OGS2_pep.fasta	MsexOGS2_LongestProt-2021.fas	PierisLongestCDS.fas
2	2	1	DPOGS201476-PA	*	PIERAPT00000015893
2	2	1	DPOGS201495-PA	Msex2.03934-RA	*
2	2	1	DPOGS201505-PA	Msex2.13500-RA	*
2	2	1	DPOGS201508-PA	Msex2.03939-RA	*
2	2	1	DPOGS201535-PA	Msex2.13267-RA	*
2	2	1	DPOGS201538-PA	*	PIERAPT00000003098
2	2	1	DPOGS201539-PA	*	PIERAPT00000011563
2	2	1	DPOGS201545-PA	Msex2.12351-RA	*
2	2	1	DPOGS201548-PA	Msex2.07684-RA	*
2	2	1	DPOGS201554-PA	*	PIERAPT00000000756
2	2	1	DPOGS201558-PA	Msex2.07064-RA	*
2	2	1	DPOGS201569-PA	Msex2.07069-RB	*
2	2	1	DPOGS201578-PA	Msex2.06498-RA	*
2	2	1	DPOGS201585-PA	Msex2.14797-RA	*
2	2	1	DPOGS201587-PA	*	PIERAPT00000017298
2	2	1	DPOGS201596-PA	Msex2.12501-RA	*
2	2	1	DPOGS201597-PA	*	PIERAPT00000002389
2	2	1	DPOGS201602-PA	*	PIERAPT00000023246
2	2	1	DPOGS201612-PA	*	PIERAPT00000014249
2	2	1	DPOGS201621-PA	*	PIERAPT00000023940
2	2	1	DPOGS201623-PA	*	PIERAPT00000023192
2	2	1	DPOGS201641-PA	Msex2.01787-RA	*
2	2	1	DPOGS201652-PA	*	PIERAPT00000004481
2	2	1	DPOGS201656-PA	Msex2.09940-RA	*
2	2	1	DPOGS201662-PA	Msex2.00156-RA	*
2	2	1	DPOGS201673-PA	Msex2.01885-RA	*
2	2	1	DPOGS201676-PA	Msex2.01888-RA	*
2	2	1	DPOGS201681-PA	Msex2.00150-RA	*
2	2	1	DPOGS201682-PA	Msex2.00148-RA	*
2	2	1	DPOGS201695-PA	Msex2.08690-RB	*
2	2	1	DPOGS201700-PA	Msex2.05817-RB	*
2	2	1	DPOGS201705-PA	Msex2.06244-RA	*
2	2	1	DPOGS201708-PA	Msex2.11675-RA	*
2	2	1	DPOGS201714-PA	*	PIERAPT00000030378
2	2	1	DPOGS201719-PA	Msex2.05970-RA	*
2	2	1	DPOGS201729-PA	*	PIERAPT00000013173
2	2	1	DPOGS201755-PA	Msex2.06490-RB	*
2	2	1	DPOGS201777-PA	*	PIERAPT00000033802
2	2	1	DPOGS201778-PA	Msex2.12803-RA	*
2	2	1	DPOGS201785-PA	*	PIERAPT00000035512
2	2	1	DPOGS201787-PA	Msex2.13335-RA	*
2	2	1	DPOGS201789-PA	Msex2.07481-RA	*
2	2	1	DPOGS201796-PA	Msex2.12165-RB	*
2	2	1	DPOGS201797-PA	Msex2.14337-RA	*
2	2	1	DPOGS201799-PA	*	PIERAPT00000007056
2	2	1	DPOGS201800-PA	*	PIERAPT00000015649
2	2	1	DPOGS201804-PA	Msex2.08304-RA	*
2	2	1	DPOGS201816-PA	*	PIERAPT00000021201
2	2	1	DPOGS201821-PA	Msex2.11362-RA	*
2	2	1	DPOGS201833-PA	Msex2.07931-RB	*
2	2	1	DPOGS201843-PA	*	PIERAPT00000025534
2	2	1	DPOGS201849-PA	*	PIERAPT00000022262
2	2	1	DPOGS201851-PA	Msex2.06897-RB	*
2	2	1	DPOGS201852-PA	Msex2.06890-RA	*
2	2	1	DPOGS201854-PA	Msex2.06887-RA	*
2	2	1	DPOGS201874-PA	Msex2.06892-RA	*
2	2	1	DPOGS201879-PA	Msex2.06898-RA	*
2	2	1	DPOGS201885-PA	Msex2.06905-RA	*
2	2	1	DPOGS201894-PA	Msex2.06913-RA	*
2	2	1	DPOGS201896-PA	*	PIERAPT00000013166
2	2	1	DPOGS201897-PA	Msex2.06916-RB	*
2	2	1	DPOGS201898-PA	*	PIERAPT00000035435
2	2	1	DPOGS201904-PA	Msex2.07947-RB	*
2	2	1	DPOGS201909-PA	*	PIERAPT00000005542
2	2	1	DPOGS201912-PA	*	PIERAPT00000024322
2	2	1	DPOGS201923-PA	Msex2.07919-RB	*
2	2	1	DPOGS201925-PA	Msex2.06518-RA	*
2	2	1	DPOGS201927-PA	*	PIERAPT00000030093
2	2	1	DPOGS201930-PA	Msex2.07920-RA	*
2	2	1	DPOGS201945-PA	Msex2.06198-RA	*
2	2	1	DPOGS201946-PA	Msex2.06196-RA	*
2	2	1	DPOGS201949-PA	Msex2.00403-RB	*
2	2	1	DPOGS201955-PA	Msex2.08147-RA	*
2	2	1	DPOGS201963-PA	Msex2.05565-RA	*
2	2	1	DPOGS201968-PA	Msex2.05573-RB	*
2	2	1	DPOGS201980-PA	Msex2.05582-RA	*
2	2	1	DPOGS201981-PA	Msex2.05585-RA	*
2	2	1	DPOGS201982-PA	*	PIERAPT00000027691
2	2	1	DPOGS201983-PA	Msex2.13506-RA	*
2	2	1	DPOGS201985-PA	Msex2.09849-RA	*
2	2	1	DPOGS201996-PA	Msex2.05581-RA	*
2	2	1	DPOGS201997-PA	Msex2.05580-RA	*
2	2	1	DPOGS201999-PA	Msex2.05577-RB	*
2	2	1	DPOGS202004-PA	*	PIERAPT00000022276
2	2	1	DPOGS202007-PA	Msex2.02219-RB	*
2	2	1	DPOGS202014-PA	*	PIERAPT00000019134
2	2	1	DPOGS202017-PA	Msex2.00676-RA	*
2	2	1	DPOGS202021-PA	Msex2.00668-RA	*
2	2	1	DPOGS202029-PA	Msex2.12321-RB	*
2	2	1	DPOGS202032-PA	Msex2.12103-RD	*
2	2	1	DPOGS202033-PA	*	PIERAPT00000028382
2	2	1	DPOGS202036-PA	*	PIERAPT00000006719
2	2	1	DPOGS202041-PA	Msex2.10887-RA	*
2	2	1	DPOGS202046-PA	*	PIERAPT00000030670
2	2	1	DPOGS202053-PA	Msex2.00662-RA	*
2	2	1	DPOGS202054-PA	Msex2.00664-RA	*
2	2	1	DPOGS202055-PA	*	PIERAPT00000032734
2	2	1	DPOGS202065-PA	Msex2.10514-RA	*
2	2	1	DPOGS202080-PA	*	PIERAPT00000016881
2	2	1	DPOGS202082-PA	Msex2.04681-RA	*
2	2	1	DPOGS202093-PA	Msex2.06761-RB	*
2	2	1	DPOGS202098-PA	Msex2.06769-RA	*
2	2	1	DPOGS202105-PA	*	PIERAPT00000032206
2	2	1	DPOGS202107-PA	Msex2.10394-RA	*
2	2	1	DPOGS202120-PA	Msex2.10393-RA	*
2	2	1	DPOGS202122-PA	*	PIERAPT00000029111
2	2	1	DPOGS202134-PA	Msex2.00707-RC	*
2	2	1	DPOGS202135-PA	Msex2.00710-RA	*
2	2	1	DPOGS202139-PA	*	PIERAPT00000007705
2	2	1	DPOGS202141-PA	Msex2.00716-RA	*
2	2	1	DPOGS202145-PA	Msex2.00705-RA	*
2	2	1	DPOGS202147-PA	Msex2.09676-RA	*
2	2	1	DPOGS202177-PA	Msex2.09680-RA	*
2	2	1	DPOGS202179-PA	Msex2.09675-RB	*
2	2	1	DPOGS202184-PA	*	PIERAPT00000005706
2	2	1	DPOGS202186-PA	Msex2.03040-RA	*
2	2	1	DPOGS202187-PA	Msex2.03034-RA	*
2	2	1	DPOGS202195-PA	Msex2.07711-RA	*
2	2	1	DPOGS202200-PA	*	PIERAPT00000004260
2	2	1	DPOGS202207-PA	Msex2.07691-RE	*
2	2	1	DPOGS202208-PA	Msex2.07689-RA	*
2	2	1	DPOGS202209-PA	Msex2.07685-RA	*
2	2	1	DPOGS202212-PA	*	PIERAPT00000009939
2	2	1	DPOGS202224-PA	Msex2.03026-RA	*
2	2	1	DPOGS202225-PA	*	PIERAPT00000000364
2	2	1	DPOGS202229-PA	*	PIERAPT00000024474
2	2	1	DPOGS202230-PA	Msex2.03030-RB	*
2	2	1	DPOGS202244-PA	Msex2.08097-RA	*
2	2	1	DPOGS202254-PA	Msex2.08114-RA	*
2	2	1	DPOGS202264-PA	Msex2.12583-RA	*
2	2	1	DPOGS202265-PA	Msex2.12585-RA	*
2	2	1	DPOGS202270-PA	Msex2.12036-RA	*
2	2	1	DPOGS202280-PA	Msex2.05285-RA	*
2	2	1	DPOGS202291-PA	Msex2.05265-RA	*
2	2	1	DPOGS202294-PA	*	PIERAPT00000029812
2	2	1	DPOGS202302-PA	Msex2.05275-RA	*
2	2	1	DPOGS202308-PA	Msex2.05286-RB	*
2	2	1	DPOGS202309-PA	*	PIERAPT00000031845
2	2	1	DPOGS202311-PA	Msex2.05292-RB	*
2	2	1	DPOGS202312-PA	Msex2.05293-RA	*
2	2	1	DPOGS202314-PA	*	PIERAPT00000027985
2	2	1	DPOGS202316-PA	Msex2.12031-RA	*
2	2	1	DPOGS202326-PA	Msex2.08119-RA	*
2	2	1	DPOGS202333-PA	Msex2.08106-RA	*
2	2	1	DPOGS202338-PA	*	PIERAPT00000022661
2	2	1	DPOGS202349-PA	Msex2.09231-RA	*
2	2	1	DPOGS202353-PA	*	PIERAPT00000000319
2	2	1	DPOGS202377-PA	Msex2.10981-RA	*
2	2	1	DPOGS202382-PA	Msex2.09224-RA	*
2	2	1	DPOGS202390-PA	*	PIERAPT00000006481
2	2	1	DPOGS202400-PA	*	PIERAPT00000005788
2	2	1	DPOGS202407-PA	Msex2.08902-RA	*
2	2	1	DPOGS202419-PA	Msex2.01465-RA	*
2	2	1	DPOGS202421-PA	*	PIERAPT00000016801
2	2	1	DPOGS202422-PA	Msex2.13184-RA	*
2	2	1	DPOGS202425-PA	*	PIERAPT00000001749
2	2	1	DPOGS202426-PA	*	PIERAPT00000012998
2	2	1	DPOGS202429-PA	Msex2.12143-RA	*
2	2	1	DPOGS202430-PA	*	PIERAPT00000028277
2	2	1	DPOGS202431-PA	Msex2.13185-RA	*
2	2	1	DPOGS202445-PA	Msex2.14151-RA	*
2	2	1	DPOGS202446-PA	Msex2.06120-RA	*
2	2	1	DPOGS202450-PA	*	PIERAPT00000024287
2	2	1	DPOGS202467-PA	Msex2.14863-RA	*
2	2	1	DPOGS202470-PA	*	PIERAPT00000015801
2	2	1	DPOGS202471-PA	Msex2.09979-RA	*
2	2	1	DPOGS202494-PA	*	PIERAPT00000029939
2	2	1	DPOGS202496-PA	*	PIERAPT00000018388
2	2	1	DPOGS202512-PA	Msex2.02510-RA	*
2	2	1	DPOGS202518-PA	Msex2.02512-RA	*
2	2	1	DPOGS202519-PA	Msex2.02515-RB	*
2	2	1	DPOGS202524-PA	*	PIERAPT00000026822
2	2	1	DPOGS202525-PA	Msex2.02509-RC	*
2	2	1	DPOGS202532-PA	Msex2.02495-RB	*
2	2	1	DPOGS202537-PA	*	PIERAPT00000010934
2	2	1	DPOGS202539-PA	*	PIERAPT00000000844
2	2	1	DPOGS202541-PA	*	PIERAPT00000009128
2	2	1	DPOGS202551-PA	*	PIERAPT00000015654
2	2	1	DPOGS202559-PA	Msex2.04896-RA	*
2	2	1	DPOGS202560-PA	Msex2.04899-RA	*
2	2	1	DPOGS202564-PA	Msex2.11414-RA	*
2	2	1	DPOGS202569-PA	Msex2.11415-RA	*
2	2	1	DPOGS202575-PA	Msex2.04898-RA	*
2	2	1	DPOGS202576-PA	*	PIERAPT00000008172
2	2	1	DPOGS202587-PA	Msex2.02650-RC	*
2	2	1	DPOGS202602-PA	Msex2.00544-RA	*
2	2	1	DPOGS202603-PA	Msex2.00547-RA	*
2	2	1	DPOGS202605-PA	Msex2.00552-RA	*
2	2	1	DPOGS202614-PA	*	PIERAPT00000028737
2	2	1	DPOGS202616-PA	Msex2.00546-RA	*
2	2	1	DPOGS202617-PA	Msex2.00545-RA	*
2	2	1	DPOGS202619-PA	*	PIERAPT00000010309
2	2	1	DPOGS202640-PA	Msex2.03969-RB	*
2	2	1	DPOGS202645-PA	Msex2.10408-RB	*
2	2	1	DPOGS202647-PA	Msex2.09584-RA	*
2	2	1	DPOGS202648-PA	*	PIERAPT00000026649
2	2	1	DPOGS202649-PA	Msex2.12662-RA	*
2	2	1	DPOGS202661-PA	*	PIERAPT00000031535
2	2	1	DPOGS202663-PA	Msex2.11233-RB	*
2	2	1	DPOGS202664-PA	Msex2.11236-RA	*
2	2	1	DPOGS202693-PA	Msex2.07902-RA	*
2	2	1	DPOGS202709-PA	Msex2.15322-RA	*
2	2	1	DPOGS202723-PA	Msex2.10236-RA	*
2	2	1	DPOGS202727-PA	Msex2.01864-RA	*
2	2	1	DPOGS202731-PA	Msex2.01876-RA	*
2	2	1	DPOGS202749-PA	Msex2.11746-RA	*
2	2	1	DPOGS202767-PA	Msex2.10547-RA	*
2	2	1	DPOGS202769-PA	Msex2.11487-RA	*
2	2	1	DPOGS202774-PA	Msex2.11497-RA	*
2	2	1	DPOGS202775-PA	Msex2.11498-RC	*
2	2	1	DPOGS202780-PA	Msex2.06408-RA	*
2	2	1	DPOGS202782-PA	Msex2.10769-RA	*
2	2	1	DPOGS202786-PA	Msex2.10764-RA	*
2	2	1	DPOGS202787-PA	Msex2.06389-RA	*
2	2	1	DPOGS202790-PA	Msex2.06391-RB	*
2	2	1	DPOGS202791-PA	Msex2.06394-RA	*
2	2	1	DPOGS202794-PA	*	PIERAPT00000007979
2	2	1	DPOGS202798-PA	Msex2.04817-RA	*
2	2	1	DPOGS202814-PA	Msex2.07657-RA	*
2	2	1	DPOGS202817-PA	*	PIERAPT00000034086
2	2	1	DPOGS202824-PA	*	PIERAPT00000033470
2	2	1	DPOGS202826-PA	*	PIERAPT00000035686
2	2	1	DPOGS202828-PA	Msex2.06401-RA	*
2	2	1	DPOGS202831-PA	*	PIERAPT00000012112
2	2	1	DPOGS202832-PA	Msex2.06397-RB	*
2	2	1	DPOGS202833-PA	Msex2.06393-RA	*
2	2	1	DPOGS202849-PA	Msex2.11491-RA	*
2	2	1	DPOGS202867-PA	Msex2.14165-RA	*
2	2	1	DPOGS202869-PA	Msex2.02325-RA	*
2	2	1	DPOGS202873-PA	*	PIERAPT00000029640
2	2	1	DPOGS202897-PA	Msex2.14244-RA	*
2	2	1	DPOGS202901-PA	Msex2.10724-RA	*
2	2	1	DPOGS202907-PA	*	PIERAPT00000005481
2	2	1	DPOGS202918-PA	*	PIERAPT00000008664
2	2	1	DPOGS202922-PA	*	PIERAPT00000007951
2	2	1	DPOGS202928-PA	Msex2.06380-RA	*
2	2	1	DPOGS202932-PA	Msex2.06377-RA	*
2	2	1	DPOGS202933-PA	Msex2.06379-RA	*
2	2	1	DPOGS202936-PA	Msex2.06385-RA	*
2	2	1	DPOGS202938-PA	*	PIERAPT00000015719
2	2	1	DPOGS202946-PA	*	PIERAPT00000012576
2	2	1	DPOGS202953-PA	Msex2.10881-RB	*
2	2	1	DPOGS202956-PA	*	PIERAPT00000021442
2	2	1	DPOGS202957-PA	Msex2.00990-RA	*
2	2	1	DPOGS202962-PA	Msex2.00983-RA	*
2	2	1	DPOGS202963-PA	Msex2.00981-RA	*
2	2	1	DPOGS202968-PA	Msex2.08318-RA	*
2	2	1	DPOGS202969-PA	Msex2.11125-RA	*
2	2	1	DPOGS202975-PA	Msex2.05991-RB	*
2	2	1	DPOGS202977-PA	Msex2.07350-RA	*
2	2	1	DPOGS202979-PA	Msex2.13419-RA	*
2	2	1	DPOGS202987-PA	Msex2.06583-RA	*
2	2	1	DPOGS203000-PA	*	PIERAPT00000028013
2	2	1	DPOGS203016-PA	Msex2.11852-RA	*
2	2	1	DPOGS203027-PA	*	PIERAPT00000029329
2	2	1	DPOGS203031-PA	*	PIERAPT00000011445
2	2	1	DPOGS203032-PA	*	PIERAPT00000006479
2	2	1	DPOGS203033-PA	*	PIERAPT00000024089
2	2	1	DPOGS203035-PA	*	PIERAPT00000007771
2	2	1	DPOGS203040-PA	Msex2.01268-RA	*
2	2	1	DPOGS203047-PA	Msex2.01261-RA	*
2	2	1	DPOGS203052-PA	Msex2.01270-RA	*
2	2	1	DPOGS203054-PA	*	PIERAPT00000001492
2	2	1	DPOGS203061-PA	*	PIERAPT00000006205
2	2	1	DPOGS203067-PA	Msex2.09768-RA	*
2	2	1	DPOGS203068-PA	*	PIERAPT00000033944
2	2	1	DPOGS203072-PA	Msex2.09775-RA	*
2	2	1	DPOGS203074-PA	*	PIERAPT00000029039
2	2	1	DPOGS203085-PA	*	PIERAPT00000020117
2	2	1	DPOGS203086-PA	*	PIERAPT00000022119
2	2	1	DPOGS203093-PA	Msex2.08331-RA	*
2	2	1	DPOGS203105-PA	Msex2.01941-RA	*
2	2	1	DPOGS203114-PA	*	PIERAPT00000023264
2	2	1	DPOGS203118-PA	Msex2.00743-RB	*
2	2	1	DPOGS203121-PA	Msex2.00741-RB	*
2	2	1	DPOGS203136-PA	Msex2.00405-RA	*
2	2	1	DPOGS203143-PA	Msex2.05593-RA	*
2	2	1	DPOGS203150-PA	Msex2.05591-RA	*
2	2	1	DPOGS203152-PA	*	PIERAPT00000030403
2	2	1	DPOGS203153-PA	Msex2.05589-RA	*
2	2	1	DPOGS203157-PA	Msex2.06726-RA	*
2	2	1	DPOGS203160-PA	Msex2.06728-RA	*
2	2	1	DPOGS203167-PA	*	PIERAPT00000007664
2	2	1	DPOGS203170-PA	Msex2.06747-RF	*
2	2	1	DPOGS203187-PA	Msex2.01916-RA	*
2	2	1	DPOGS203188-PA	*	PIERAPT00000033306
2	2	1	DPOGS203197-PA	Msex2.01920-RA	*
2	2	1	DPOGS203198-PA	Msex2.03965-RA	*
2	2	1	DPOGS203200-PA	Msex2.06752-RB	*
2	2	1	DPOGS203211-PA	Msex2.06738-RA	*
2	2	1	DPOGS203222-PA	Msex2.05588-RA	*
2	2	1	DPOGS203229-PA	*	PIERAPT00000014357
2	2	1	DPOGS203230-PA	Msex2.00406-RA	*
2	2	1	DPOGS203245-PA	Msex2.13822-RA	*
2	2	1	DPOGS203247-PA	*	PIERAPT00000032046
2	2	1	DPOGS203254-PA	Msex2.07598-RB	*
2	2	1	DPOGS203258-PA	*	PIERAPT00000028173
2	2	1	DPOGS203262-PA	Msex2.12671-RA	*
2	2	1	DPOGS203267-PA	Msex2.12672-RB	*
2	2	1	DPOGS203272-PA	Msex2.10268-RA	*
2	2	1	DPOGS203279-PA	Msex2.00324-RA	*
2	2	1	DPOGS203280-PA	*	PIERAPT00000018602
2	2	1	DPOGS203283-PA	Msex2.01419-RA	*
2	2	1	DPOGS203285-PA	*	PIERAPT00000034702
2	2	1	DPOGS203289-PA	*	PIERAPT00000020178
2	2	1	DPOGS203295-PA	Msex2.08600-RA	*
2	2	1	DPOGS203296-PA	*	PIERAPT00000005948
2	2	1	DPOGS203313-PA	Msex2.11623-RA	*
2	2	1	DPOGS203314-PA	Msex2.06003-RA	*
2	2	1	DPOGS203318-PA	Msex2.03694-RA	*
2	2	1	DPOGS203321-PA	Msex2.03689-RA	*
2	2	1	DPOGS203322-PA	Msex2.12391-RA	*
2	2	1	DPOGS203333-PA	*	PIERAPT00000025684
2	2	1	DPOGS203346-PA	*	PIERAPT00000008439
2	2	1	DPOGS203357-PA	*	PIERAPT00000011573
2	2	1	DPOGS203371-PA	Msex2.02825-RA	*
2	2	1	DPOGS203373-PA	*	PIERAPT00000019605
2	2	1	DPOGS203377-PA	Msex2.02800-RA	*
2	2	1	DPOGS203383-PA	Msex2.03682-RA	*
2	2	1	DPOGS203385-PA	Msex2.03683-RA	*
2	2	1	DPOGS203386-PA	Msex2.03684-RA	*
2	2	1	DPOGS203399-PA	*	PIERAPT00000007365
2	2	1	DPOGS203404-PA	Msex2.08614-RM	*
2	2	1	DPOGS203405-PA	Msex2.08611-RB	*
2	2	1	DPOGS203412-PA	*	PIERAPT00000024663
2	2	1	DPOGS203416-PA	Msex2.00323-RA	*
2	2	1	DPOGS203418-PA	*	PIERAPT00000004731
2	2	1	DPOGS203427-PA	Msex2.01862-RA	*
2	2	1	DPOGS203428-PA	Msex2.01860-RA	*
2	2	1	DPOGS203431-PA	Msex2.01861-RA	*
2	2	1	DPOGS203438-PA	Msex2.01949-RB	*
2	2	1	DPOGS203444-PA	*	PIERAPT00000027702
2	2	1	DPOGS203450-PA	Msex2.01968-RA	*
2	2	1	DPOGS203451-PA	*	PIERAPT00000023209
2	2	1	DPOGS203469-PA	*	PIERAPT00000029619
2	2	1	DPOGS203480-PA	Msex2.07450-RA	*
2	2	1	DPOGS203506-PA	Msex2.07473-RA	*
2	2	1	DPOGS203516-PA	Msex2.04924-RA	*
2	2	1	DPOGS203522-PA	*	PIERAPT00000009899
2	2	1	DPOGS203523-PA	Msex2.04915-RA	*
2	2	1	DPOGS203524-PA	Msex2.04913-RA	*
2	2	1	DPOGS203531-PA	Msex2.10923-RA	*
2	2	1	DPOGS203538-PA	Msex2.04904-RA	*
2	2	1	DPOGS203545-PA	*	PIERAPT00000030814
2	2	1	DPOGS203557-PA	Msex2.10541-RA	*
2	2	1	DPOGS203575-PA	*	PIERAPT00000035472
2	2	1	DPOGS203586-PA	Msex2.05957-RA	*
2	2	1	DPOGS203602-PA	*	PIERAPT00000021244
2	2	1	DPOGS203613-PA	Msex2.01157-RA	*
2	2	1	DPOGS203618-PA	Msex2.01148-RA	*
2	2	1	DPOGS203620-PA	Msex2.01144-RB	*
2	2	1	DPOGS203626-PA	Msex2.13998-RA	*
2	2	1	DPOGS203636-PA	*	PIERAPT00000018001
2	2	1	DPOGS203638-PA	*	PIERAPT00000003199
2	2	1	DPOGS203648-PA	*	PIERAPT00000032452
2	2	1	DPOGS203653-PA	Msex2.07890-RA	*
2	2	1	DPOGS203688-PA	*	PIERAPT00000004066
2	2	1	DPOGS203698-PA	Msex2.00204-RA	*
2	2	1	DPOGS203703-PA	*	PIERAPT00000029773
2	2	1	DPOGS203707-PA	Msex2.00190-RA	*
2	2	1	DPOGS203721-PA	Msex2.07017-RA	*
2	2	1	DPOGS203725-PA	Msex2.07014-RA	*
2	2	1	DPOGS203738-PA	Msex2.13521-RA	*
2	2	1	DPOGS203761-PA	Msex2.06574-RC	*
2	2	1	DPOGS203771-PA	Msex2.09444-RA	*
2	2	1	DPOGS203772-PA	*	PIERAPT00000031635
2	2	1	DPOGS203787-PA	Msex2.11546-RA	*
2	2	1	DPOGS203789-PA	*	PIERAPT00000027038
2	2	1	DPOGS203803-PA	Msex2.00205-RA	*
2	2	1	DPOGS203805-PA	Msex2.00209-RA	*
2	2	1	DPOGS203811-PA	Msex2.00222-RA	*
2	2	1	DPOGS203812-PA	Msex2.00223-RA	*
2	2	1	DPOGS203820-PA	Msex2.00240-RA	*
2	2	1	DPOGS203824-PA	Msex2.09431-RA	*
2	2	1	DPOGS203830-PA	Msex2.09421-RA	*
2	2	1	DPOGS203832-PA	Msex2.09417-RA	*
2	2	1	DPOGS203838-PA	*	PIERAPT00000026412
2	2	1	DPOGS203840-PA	Msex2.07885-RA	*
2	2	1	DPOGS203841-PA	*	PIERAPT00000026414
2	2	1	DPOGS203842-PA	*	PIERAPT00000020743
2	2	1	DPOGS203844-PA	*	PIERAPT00000001364
2	2	1	DPOGS203855-PA	*	PIERAPT00000020828
2	2	1	DPOGS203864-PA	Msex2.02544-RA	*
2	2	1	DPOGS203872-PA	Msex2.12884-RA	*
2	2	1	DPOGS203876-PA	*	PIERAPT00000029755
2	2	1	DPOGS203885-PA	*	PIERAPT00000029459
2	2	1	DPOGS203887-PA	*	PIERAPT00000022888
2	2	1	DPOGS203899-PA	*	PIERAPT00000003334
2	2	1	DPOGS203900-PA	Msex2.02060-RA	*
2	2	1	DPOGS203906-PA	Msex2.02080-RA	*
2	2	1	DPOGS203928-PA	*	PIERAPT00000030762
2	2	1	DPOGS203933-PA	*	PIERAPT00000035364
2	2	1	DPOGS203939-PA	*	PIERAPT00000017739
2	2	1	DPOGS203949-PA	*	PIERAPT00000016978
2	2	1	DPOGS203950-PA	*	PIERAPT00000020615
2	2	1	DPOGS203970-PA	Msex2.13874-RA	*
2	2	1	DPOGS203971-PA	*	PIERAPT00000022176
2	2	1	DPOGS203975-PA	Msex2.09120-RA	*
2	2	1	DPOGS203977-PA	*	PIERAPT00000021554
2	2	1	DPOGS203980-PA	*	PIERAPT00000024023
2	2	1	DPOGS203983-PA	*	PIERAPT00000005106
2	2	1	DPOGS203987-PA	Msex2.02070-RB	*
2	2	1	DPOGS203991-PA	Msex2.02064-RA	*
2	2	1	DPOGS203992-PA	Msex2.02062-RA	*
2	2	1	DPOGS203997-PA	*	PIERAPT00000019243
2	2	1	DPOGS204001-PA	Msex2.14395-RA	*
2	2	1	DPOGS204014-PA	Msex2.07912-RB	*
2	2	1	DPOGS204027-PA	Msex2.00857-RA	*
2	2	1	DPOGS204034-PA	Msex2.00861-RC	*
2	2	1	DPOGS204045-PA	Msex2.07770-RA	*
2	2	1	DPOGS204046-PA	Msex2.07768-RB	*
2	2	1	DPOGS204049-PA	Msex2.07777-RA	*
2	2	1	DPOGS204051-PA	Msex2.07913-RA	*
2	2	1	DPOGS204063-PA	*	PIERAPT00000001671
2	2	1	DPOGS204064-PA	Msex2.08042-RA	*
2	2	1	DPOGS204069-PA	Msex2.08040-RA	*
2	2	1	DPOGS204075-PA	Msex2.13421-RB	*
2	2	1	DPOGS204081-PA	*	PIERAPT00000000078
2	2	1	DPOGS204117-PA	Msex2.00767-RA	*
2	2	1	DPOGS204120-PA	Msex2.00771-RA	*
2	2	1	DPOGS204123-PA	Msex2.00777-RA	*
2	2	1	DPOGS204125-PA	Msex2.00774-RA	*
2	2	1	DPOGS204126-PA	Msex2.00772-RA	*
2	2	1	DPOGS204139-PA	Msex2.12126-RA	*
2	2	1	DPOGS204157-PA	Msex2.11732-RA	*
2	2	1	DPOGS204160-PA	Msex2.14024-RA	*
2	2	1	DPOGS204162-PA	Msex2.11002-RA	*
2	2	1	DPOGS204171-PA	Msex2.10752-RA	*
2	2	1	DPOGS204173-PA	Msex2.12442-RA	*
2	2	1	DPOGS204175-PA	*	PIERAPT00000015263
2	2	1	DPOGS204184-PA	*	PIERAPT00000008933
2	2	1	DPOGS204190-PA	Msex2.12331-RA	*
2	2	1	DPOGS204193-PA	*	PIERAPT00000034469
2	2	1	DPOGS204194-PA	*	PIERAPT00000005696
2	2	1	DPOGS204197-PA	Msex2.13038-RA	*
2	2	1	DPOGS204199-PA	Msex2.11740-RA	*
2	2	1	DPOGS204208-PA	Msex2.13598-RA	*
2	2	1	DPOGS204213-PA	*	PIERAPT00000008751
2	2	1	DPOGS204214-PA	*	PIERAPT00000032381
2	2	1	DPOGS204225-PA	*	PIERAPT00000012779
2	2	1	DPOGS204235-PA	*	PIERAPT00000005127
2	2	1	DPOGS204239-PA	*	PIERAPT00000016953
2	2	1	DPOGS204245-PA	Msex2.06232-RC	*
2	2	1	DPOGS204247-PA	*	PIERAPT00000024759
2	2	1	DPOGS204250-PA	Msex2.06242-RA	*
2	2	1	DPOGS204251-PA	*	PIERAPT00000027966
2	2	1	DPOGS204253-PA	*	PIERAPT00000008341
2	2	1	DPOGS204254-PA	Msex2.06247-RA	*
2	2	1	DPOGS204265-PA	Msex2.07050-RA	*
2	2	1	DPOGS204271-PA	Msex2.07039-RA	*
2	2	1	DPOGS204275-PA	Msex2.07030-RA	*
2	2	1	DPOGS204278-PA	*	PIERAPT00000011193
2	2	1	DPOGS204284-PA	Msex2.07047-RA	*
2	2	1	DPOGS204288-PA	*	PIERAPT00000024138
2	2	1	DPOGS204303-PA	*	PIERAPT00000018758
2	2	1	DPOGS204308-PA	Msex2.06212-RA	*
2	2	1	DPOGS204311-PA	Msex2.06203-RC	*
2	2	1	DPOGS204314-PA	*	PIERAPT00000002097
2	2	1	DPOGS204320-PA	Msex2.14673-RA	*
2	2	1	DPOGS204324-PA	Msex2.02709-RA	*
2	2	1	DPOGS204348-PA	*	PIERAPT00000028375
2	2	1	DPOGS204352-PA	Msex2.02720-RA	*
2	2	1	DPOGS204374-PA	Msex2.14037-RA	*
2	2	1	DPOGS204375-PA	*	PIERAPT00000032153
