"TranscriptID","GeneID","GeneName"
"PIERAPT00000016565","PIERAPG00000006877","TRYB"
"PIERAPT00000016567","PIERAPG00000006878","PSIP1"
"PIERAPT00000016571","PIERAPG00000006879","nifJ"
"PIERAPT00000016572","PIERAPG00000006880","mkrn2"
"PIERAPT00000016574","PIERAPG00000006881","Slu7"
"PIERAPT00000016575","PIERAPG00000006882","PDSS1"
"PIERAPT00000016576","PIERAPG00000006883","hmu_2"
"PIERAPT00000016580","PIERAPG00000006884","CrebA"
"PIERAPT00000016581","PIERAPG00000006885","CYP6B3_2"
"PIERAPT00000016582","PIERAPG00000006886","PQBP1"
"PIERAPT00000016583","PIERAPG00000006887","ARHGAP21"
"PIERAPT00000016586","PIERAPG00000006888","G107600"
"PIERAPT00000016590","PIERAPG00000006889","TTPAL"
"PIERAPT00000016591","PIERAPG00000006890","G103703"
"PIERAPT00000016592","PIERAPG00000006891","PCNP"
"PIERAPT00000016593","PIERAPG00000006892","Cad96Ca_2"
"PIERAPT00000016594","PIERAPG00000006893","ninaB_4"
"PIERAPT00000016596","PIERAPG00000006894","PNLIPRP2_5"
"PIERAPT00000016597","PIERAPG00000006895","tig_5"
"PIERAPT00000016598","PIERAPG00000006896","UQCRC2"
"PIERAPT00000016599","PIERAPG00000006897","aroB"
"PIERAPT00000016600","PIERAPG00000006898","glyQ"
"PIERAPT00000016602","PIERAPG00000006899","DppIII"
"PIERAPT00000016605","PIERAPG00000006900","CDC23"
"PIERAPT00000016606","PIERAPG00000006901","CDIPT"
"PIERAPT00000016607","PIERAPG00000006902","G105378"
"PIERAPT00000016608","PIERAPG00000006903","ro"
"PIERAPT00000016609","PIERAPG00000006904","pyrB_2"
"PIERAPT00000016613","PIERAPG00000006905","CadN_2"
"PIERAPT00000016615","PIERAPG00000006906","VIRE2"
"PIERAPT00000016618","PIERAPG00000006907","FAT4PCDHA11"
"PIERAPT00000016623","PIERAPG00000006908","infB_9"
"PIERAPT00000016626","PIERAPG00000006909","Cyp4v2"
"PIERAPT00000016631","PIERAPG00000006910","ATP6AP1_2"
"PIERAPT00000016633","PIERAPG00000006911","CYP6K1_4"
"PIERAPT00000016635","PIERAPG00000006912","thiG"
"PIERAPT00000016636","PIERAPG00000006913","HARBI1_2"
"PIERAPT00000016638","PIERAPG00000006914","acvr2a"
"PIERAPT00000016639","PIERAPG00000006915","hmu_3"
"PIERAPT00000016640","PIERAPG00000006916","CHS7"
"PIERAPT00000016641","PIERAPG00000006917","Ush1g"
"PIERAPT00000016643","PIERAPG00000006918","Gpr39"
"PIERAPT00000016645","PIERAPG00000006919","tmem237_2"
"PIERAPT00000016647","PIERAPG00000006920","ispDFKirrel3"
"PIERAPT00000016648","PIERAPG00000006921","TSNARE1rps3"
"PIERAPT00000016654","PIERAPG00000006922","Zip99C_2"
"PIERAPT00000016656","PIERAPG00000006923","RhoGAP100F_2"
"PIERAPT00000016658","PIERAPG00000006924","EFHC1"
"PIERAPT00000016659","PIERAPG00000006925","CG4666_2"
"PIERAPT00000016660","PIERAPG00000006926","ponA"
"PIERAPT00000016661","PIERAPG00000006927","IMPA1"
"PIERAPT00000016662","PIERAPG00000006928","Cht3_3"
"PIERAPT00000016663","PIERAPG00000006929","mnmG_3"
"PIERAPT00000016664","PIERAPG00000006930","IDH3G"
"PIERAPT00000016665","PIERAPG00000006931","FSTL4"
"PIERAPT00000016666","PIERAPG00000006932","GTSF1_2"
"PIERAPT00000016667","PIERAPG00000006933","pol_4"
"PIERAPT00000016668","PIERAPG00000006934","G104694"
"PIERAPT00000016674","PIERAPG00000006935","oxt"
"PIERAPT00000016676","PIERAPG00000006936","UNC79_2"
"PIERAPT00000016681","PIERAPG00000006937","JMJD1C"
"PIERAPT00000016686","PIERAPG00000006938","CYP3A6"
"PIERAPT00000016687","PIERAPG00000006939","Scd2"
"PIERAPT00000016688","PIERAPG00000006940","ACPH1_3"
"PIERAPT00000016690","PIERAPG00000006941","ublcp1"
"PIERAPT00000016691","PIERAPG00000006942","PGBD3_2"
"PIERAPT00000016693","PIERAPG00000006943","V-RMIL"
"PIERAPT00000016697","PIERAPG00000006944","FA5VSb"
"PIERAPT00000016704","PIERAPG00000006945","YFR034W-A"
"PIERAPT00000016705","PIERAPG00000006946","gny"
"PIERAPT00000016706","PIERAPG00000006947","ifcA"
"PIERAPT00000016707","PIERAPG00000006948","KRP85"
"PIERAPT00000016708","PIERAPG00000006949","Glut1_2"
"PIERAPT00000016709","PIERAPG00000006950","guaB"
"PIERAPT00000016711","PIERAPG00000006951","CDC23_2"
"PIERAPT00000016712","PIERAPG00000006952","Cd53"
"PIERAPT00000016713","PIERAPG00000006953","STK10"
"PIERAPT00000016716","PIERAPG00000006954","EGT_6"
"PIERAPT00000016718","PIERAPG00000006955","GT-4"
"PIERAPT00000016719","PIERAPG00000006956","ywbA"
"PIERAPT00000016721","PIERAPG00000006957","CYP4C1_6"
"PIERAPT00000016722","PIERAPG00000006958","128up_2"
"PIERAPT00000016723","PIERAPG00000006959","harbi1_3"
"PIERAPT00000016724","PIERAPG00000006960","cpsf6CG7185"
"PIERAPT00000016727","PIERAPG00000006961","VALRS"
"PIERAPT00000016731","PIERAPG00000006962","Obp19d_3"
"PIERAPT00000016733","PIERAPG00000006963","nol6"
"PIERAPT00000016734","PIERAPG00000006964","ena"
"PIERAPT00000016735","PIERAPG00000006965","Ptp4a1"
"PIERAPT00000016736","PIERAPG00000006966","PIF1HCDG"
"PIERAPT00000016740","PIERAPG00000006967","USP38"
"PIERAPT00000016741","PIERAPG00000006968","infB_10"
"PIERAPT00000016742","PIERAPG00000006969","thrS_4"
"PIERAPT00000016743","PIERAPG00000006970","rsmG"
"PIERAPT00000016746","PIERAPG00000006971","SCRAKlhl26"
"PIERAPT00000016758","PIERAPG00000006972","G112622"
"PIERAPT00000016759","PIERAPG00000006973","MAK16"
"PIERAPT00000016762","PIERAPG00000006974","unc-47"
"PIERAPT00000016765","PIERAPG00000006975","Pigq"
"PIERAPT00000016774","PIERAPG00000006976","MTF2Pcl"
"PIERAPT00000016776","PIERAPG00000006977","CDase_3"
"PIERAPT00000016777","PIERAPG00000006978","mRpS6"
"PIERAPT00000016779","PIERAPG00000006979","yemalpha"
"PIERAPT00000016784","PIERAPG00000006980","Snx13_2"
"PIERAPT00000016790","PIERAPG00000006981","LanAlamb4MYO18B"
"PIERAPT00000016791","PIERAPG00000006982","Cox6a1_2"
"PIERAPT00000016792","PIERAPG00000006983","lrfn1l"
"PIERAPT00000016794","PIERAPG00000006984","Dak_3"
"PIERAPT00000016795","PIERAPG00000006985","yqgN"
"PIERAPT00000016797","PIERAPG00000006986","Ccdc6"
"PIERAPT00000016798","PIERAPG00000006987","six3"
"PIERAPT00000016799","PIERAPG00000006988","ZNF484"
"PIERAPT00000016800","PIERAPG00000006989","Mevan"
"PIERAPT00000016801","PIERAPG00000006990","thiC"
"PIERAPT00000016802","PIERAPG00000006991","PGBD3_3"
"PIERAPT00000016803","PIERAPG00000006992","citG"
"PIERAPT00000016804","PIERAPG00000006993","Gmd"
"PIERAPT00000016806","PIERAPG00000006994","CG9630"
"PIERAPT00000016810","PIERAPG00000006995","Zmat2"
"PIERAPT00000016811","PIERAPG00000006996","Yrdc"
"PIERAPT00000016812","PIERAPG00000006997","uxaA"
"PIERAPT00000016814","PIERAPG00000006998","Hadh"
"PIERAPT00000016815","PIERAPG00000006999","G109803"
"PIERAPT00000016818","PIERAPG00000007000","unc-5"
"PIERAPT00000016820","PIERAPG00000007001","CTDSP1"
"PIERAPT00000016821","PIERAPG00000007002","sorD"
"PIERAPT00000016823","PIERAPG00000007003","Svep1"
"PIERAPT00000016824","PIERAPG00000007004","PTGR1_2"
"PIERAPT00000016826","PIERAPG00000007005","l(3)mbn"
"PIERAPT00000016827","PIERAPG00000007006","ftsK_3"
"PIERAPT00000016829","PIERAPG00000007007","MYPH"
"PIERAPT00000016830","PIERAPG00000007008","Coq2"
"PIERAPT00000016831","PIERAPG00000007009","prkC"
"PIERAPT00000016832","PIERAPG00000007010","Nnt"
"PIERAPT00000016833","PIERAPG00000007011","RpS7"
"PIERAPT00000016834","PIERAPG00000007012","kraken_4"
"PIERAPT00000016836","PIERAPG00000007013","RSU1"
"PIERAPT00000016839","PIERAPG00000007014","DNL4PEX5"
"PIERAPT00000016842","PIERAPG00000007015","eif3a"
"PIERAPT00000016847","PIERAPG00000007016","mth2_3"
"PIERAPT00000016850","PIERAPG00000007017","rst_3"
"PIERAPT00000016851","PIERAPG00000007018","CDK5R1"
"PIERAPT00000016853","PIERAPG00000007019","KDR"
"PIERAPT00000016854","PIERAPG00000007020","IMH1"
"PIERAPT00000016855","PIERAPG00000007021","SPBC365.04c"
"PIERAPT00000016859","PIERAPG00000007022","ECLH_2"
"PIERAPT00000016860","PIERAPG00000007023","Pnliprp2"
"PIERAPT00000016861","PIERAPG00000007024","SBXA3"
"PIERAPT00000016862","PIERAPG00000007025","BTBD2"
"PIERAPT00000016863","PIERAPG00000007026","mGluR_2"
"PIERAPT00000016864","PIERAPG00000007027","AGAP009593_3"
"PIERAPT00000016865","PIERAPG00000007028","Atxn1"
"PIERAPT00000016866","PIERAPG00000007029","nox"
"PIERAPT00000016867","PIERAPG00000007030","spyM18"
"PIERAPT00000016870","PIERAPG00000007031","hyd_3"
"PIERAPT00000016872","PIERAPG00000007032","Rack1"
"PIERAPT00000016873","PIERAPG00000007033","Khdrbs2_2"
"PIERAPT00000016875","PIERAPG00000007034","B1ESTE"
"PIERAPT00000016878","PIERAPG00000007035","tsr"
"PIERAPT00000016879","PIERAPG00000007036","Orct_5"
"PIERAPT00000016880","PIERAPG00000007037","yqhY"
"PIERAPT00000016881","PIERAPG00000007038","G107184"
"PIERAPT00000016882","PIERAPG00000007039","Aldh1b1"
"PIERAPT00000016890","PIERAPG00000007040","Cd63"
"PIERAPT00000016891","PIERAPG00000007041","act"
"PIERAPT00000016893","PIERAPG00000007042","Cha_2"
"PIERAPT00000016895","PIERAPG00000007043","ZBTB40_2"
"PIERAPT00000016897","PIERAPG00000007044","Smg1"
"PIERAPT00000016903","PIERAPG00000007045","otu"
"PIERAPT00000016904","PIERAPG00000007046","RPAP2"
"PIERAPT00000016905","PIERAPG00000007047","VMP03"
"PIERAPT00000016908","PIERAPG00000007048","CLNS1A"
"PIERAPT00000016909","PIERAPG00000007049","BRS3"
"PIERAPT00000016910","PIERAPG00000007050","SGSH"
"PIERAPT00000016913","PIERAPG00000007051","EHR"
"PIERAPT00000016914","PIERAPG00000007052","anon-3B1.2_9"
"PIERAPT00000016915","PIERAPG00000007053","HPGD_5"
"PIERAPT00000016917","PIERAPG00000007054","ligA_3"
"PIERAPT00000016919","PIERAPG00000007055","nt5dc3"
"PIERAPT00000016921","PIERAPG00000007056","fu"
"PIERAPT00000016925","PIERAPG00000007057","Top3alphaTOP3A"
"PIERAPT00000016927","PIERAPG00000007058","Sprtn"
"PIERAPT00000016933","PIERAPG00000007059","Mrpl40"
"PIERAPT00000016934","PIERAPG00000007060","AAEL010742"
"PIERAPT00000016936","PIERAPG00000007061","ABCC14"
"PIERAPT00000016939","PIERAPG00000007062","Kri1"
"PIERAPT00000016940","PIERAPG00000007063","G111733"
"PIERAPT00000016941","PIERAPG00000007064","ypjC"
"PIERAPT00000016942","PIERAPG00000007065","KCNJ2"
"PIERAPT00000016943","PIERAPG00000007066","NUDCD1"
"PIERAPT00000016944","PIERAPG00000007067","XPR1"
"PIERAPT00000016946","PIERAPG00000007068","htl"
"PIERAPT00000016949","PIERAPG00000007069","G105578"
"PIERAPT00000016950","PIERAPG00000007070","nlg-1"
"PIERAPT00000016951","PIERAPG00000007071","G111038"
"PIERAPT00000016952","PIERAPG00000007072","hspa14-a"
"PIERAPT00000016953","PIERAPG00000007073","EF1A_2"
"PIERAPT00000016954","PIERAPG00000007074","NSL"
"PIERAPT00000016955","PIERAPG00000007075","to_6"
"PIERAPT00000016956","PIERAPG00000007076","adat3"
"PIERAPT00000016957","PIERAPG00000007077","Rbm28_2"
"PIERAPT00000016960","PIERAPG00000007078","InR"
"PIERAPT00000016966","PIERAPG00000007079","ncaph2AAEL006169"
"PIERAPT00000016974","PIERAPG00000007080","ACBP2PAE1861ankrd52At5g02620"
"PIERAPT00000016976","PIERAPG00000007081","ZNFX1_2"
"PIERAPT00000016977","PIERAPG00000007082","HMCT_3"
"PIERAPT00000016978","PIERAPG00000007083","croc"
"PIERAPT00000016980","PIERAPG00000007084","Dennd1a"
"PIERAPT00000016985","PIERAPG00000007085","mle_2"
"PIERAPT00000016988","PIERAPG00000007086","EF_8"
"PIERAPT00000016989","PIERAPG00000007087","ccdc39"
"PIERAPT00000016990","PIERAPG00000007088","GA16655"
"PIERAPT00000016992","PIERAPG00000007089","ubxn1"
"PIERAPT00000016993","PIERAPG00000007090","ciaR"
"PIERAPT00000016994","PIERAPG00000007091","Serpinb11"
"PIERAPT00000016995","PIERAPG00000007092","scrn3"
"PIERAPT00000017000","PIERAPG00000007093","Stt3b"
"PIERAPT00000017006","PIERAPG00000007094","CIR1"
"PIERAPT00000017011","PIERAPG00000007095","Eaf"
"PIERAPT00000017013","PIERAPG00000007096","RDL5Nphs1"
"PIERAPT00000017017","PIERAPG00000007097","Aspg_2"
"PIERAPT00000017019","PIERAPG00000007098","F9"
"PIERAPT00000017020","PIERAPG00000007099","IIV3-063R"
"PIERAPT00000017022","PIERAPG00000007100","YMR099C"
"PIERAPT00000017023","PIERAPG00000007101","ALDH2"
"PIERAPT00000017025","PIERAPG00000007102","RECQL5"
"PIERAPT00000017026","PIERAPG00000007103","br_3"
"PIERAPT00000017029","PIERAPG00000007104","TRR1"
"PIERAPT00000017030","PIERAPG00000007105","sra"
"PIERAPT00000017031","PIERAPG00000007106","Rm62"
"PIERAPT00000017032","PIERAPG00000007107","greA"
"PIERAPT00000017042","PIERAPG00000007108","Adcy1rut"
"PIERAPT00000017051","PIERAPG00000007109","phnX"
"PIERAPT00000017056","PIERAPG00000007110","egghmu"
"PIERAPT00000017058","PIERAPG00000007111","G104110"
"PIERAPT00000017059","PIERAPG00000007112","dph6"
"PIERAPT00000017064","PIERAPG00000007113","Fam210bpheSAt1g17350"
"PIERAPT00000017074","PIERAPG00000007114","PRKD1Prkd3"
"PIERAPT00000017085","PIERAPG00000007115","snaARTC5"
"PIERAPT00000017087","PIERAPG00000007116","GLCCI1"
"PIERAPT00000017088","PIERAPG00000007117","dapH"
"PIERAPT00000017090","PIERAPG00000007118","NOS2"
"PIERAPT00000017092","PIERAPG00000007119","SP34_2"
"PIERAPT00000017095","PIERAPG00000007120","UBE3A"
"PIERAPT00000017096","PIERAPG00000007121","COPA_3"
"PIERAPT00000017097","PIERAPG00000007122","HYDIN"
"PIERAPT00000017101","PIERAPG00000007123","nst1_2"
"PIERAPT00000017102","PIERAPG00000007124","pas"
"PIERAPT00000017103","PIERAPG00000007125","blos2"
"PIERAPT00000017105","PIERAPG00000007126","Tufm_2"
"PIERAPT00000017106","PIERAPG00000007127","PebIII_11"
"PIERAPT00000017109","PIERAPG00000007128","alsB"
"PIERAPT00000017110","PIERAPG00000007129","CTR2_5"
"PIERAPT00000017111","PIERAPG00000007130","GRM5S9"
"PIERAPT00000017116","PIERAPG00000007131","KIF13B"
"PIERAPT00000017117","PIERAPG00000007132","EF_9"
"PIERAPT00000017122","PIERAPG00000007133","G107730"
"PIERAPT00000017124","PIERAPG00000007134","CBPB_2"
"PIERAPT00000017125","PIERAPG00000007135","DNAH10"
"PIERAPT00000017127","PIERAPG00000007136","SALL1"
"PIERAPT00000017128","PIERAPG00000007137","RpL5"
"PIERAPT00000017130","PIERAPG00000007138","CA1"
"PIERAPT00000017131","PIERAPG00000007139","CECR1_2"
"PIERAPT00000017134","PIERAPG00000007140","Kcnh8"
"PIERAPT00000017140","PIERAPG00000007141","G103526"
"PIERAPT00000017143","PIERAPG00000007142","FBXL15EEED8.10fbxl7"
"PIERAPT00000017145","PIERAPG00000007143","Mmp16"
"PIERAPT00000017148","PIERAPG00000007144","IIV6-235L_2"
"PIERAPT00000017149","PIERAPG00000007145","X"
"PIERAPT00000017150","PIERAPG00000007146","Mcoln3"
"PIERAPT00000017151","PIERAPG00000007147","DNAH9"
"PIERAPT00000017152","PIERAPG00000007148","G105492"
"PIERAPT00000017153","PIERAPG00000007149","rpoC_6"
"PIERAPT00000017156","PIERAPG00000007150","Zfp26Mynn"
"PIERAPT00000017158","PIERAPG00000007151","mRpL22_2"
"PIERAPT00000017168","PIERAPG00000007152","Gnl1"
"PIERAPT00000017170","PIERAPG00000007153","Rpap1"
"PIERAPT00000017171","PIERAPG00000007154","Poxn"
"PIERAPT00000017177","PIERAPG00000007155","G108113"
"PIERAPT00000017178","PIERAPG00000007156","l(2)37Cg"
"PIERAPT00000017179","PIERAPG00000007157","HSFA9"
"PIERAPT00000017180","PIERAPG00000007158","ngdn-a"
"PIERAPT00000017181","PIERAPG00000007159","PebIII_12"
"PIERAPT00000017190","PIERAPG00000007160","MARS"
"PIERAPT00000017203","PIERAPG00000007161","sw"
"PIERAPT00000017209","PIERAPG00000007162","wnt2"
"PIERAPT00000017210","PIERAPG00000007163","LRP1LRP4LRP8"
"PIERAPT00000017216","PIERAPG00000007164","G100760"
"PIERAPT00000017218","PIERAPG00000007165","nanE"
"PIERAPT00000017219","PIERAPG00000007166","nadR"
"PIERAPT00000017220","PIERAPG00000007167","htpX"
"PIERAPT00000017223","PIERAPG00000007168","Atxn10"
"PIERAPT00000017225","PIERAPG00000007169","Y150_2"
"PIERAPT00000017232","PIERAPG00000007170","CLUL1"
"PIERAPT00000017233","PIERAPG00000007171","LJ"
"PIERAPT00000017234","PIERAPG00000007172","Commd2"
"PIERAPT00000017238","PIERAPG00000007173","dhs-27_3"
"PIERAPT00000017239","PIERAPG00000007174","Zfp59ZNF208ZBTB48ZNF227"
"PIERAPT00000017248","PIERAPG00000007175","grid2_2"
"PIERAPT00000017249","PIERAPG00000007176","Ano8"
"PIERAPT00000017251","PIERAPG00000007177","y_7"
"PIERAPT00000017252","PIERAPG00000007178","TDRD7"
"PIERAPT00000017254","PIERAPG00000007179","Slc4a7SLC4A8"
"PIERAPT00000017255","PIERAPG00000007180","G103345"
"PIERAPT00000017262","PIERAPG00000007181","Map7d2PF13_0198"
"PIERAPT00000017269","PIERAPG00000007182","lnplnpb"
"PIERAPT00000017270","PIERAPG00000007183","Psmd2"
"PIERAPT00000017271","PIERAPG00000007184","cos"
"PIERAPT00000017272","PIERAPG00000007185","Osbpl6"
"PIERAPT00000017275","PIERAPG00000007186","Trmt1l"
"PIERAPT00000017276","PIERAPG00000007187","COPB1"
"PIERAPT00000017277","PIERAPG00000007188","DUOX1"
"PIERAPT00000017278","PIERAPG00000007189","queC"
"PIERAPT00000017279","PIERAPG00000007190","SULT1C4_3"
"PIERAPT00000017280","PIERAPG00000007191","eIF4AIII_2"
"PIERAPT00000017281","PIERAPG00000007192","Lmo4_2"
"PIERAPT00000017282","PIERAPG00000007193","drc1Topors"
"PIERAPT00000017284","PIERAPG00000007194","phnX_2"
"PIERAPT00000017285","PIERAPG00000007195","MLX"
"PIERAPT00000017287","PIERAPG00000007196","TTC28_3"
"PIERAPT00000017290","PIERAPG00000007197","DCUN1D1"
"PIERAPT00000017292","PIERAPG00000007198","FIBL"
"PIERAPT00000017293","PIERAPG00000007199","fbh1"
"PIERAPT00000017295","PIERAPG00000007200","FeCh_2"
"PIERAPT00000017296","PIERAPG00000007201","ZRC1"
"PIERAPT00000017297","PIERAPG00000007202","polA"
"PIERAPT00000017298","PIERAPG00000007203","G102714"
"PIERAPT00000017299","PIERAPG00000007204","rsmA"
"PIERAPT00000017300","PIERAPG00000007205","unc-5_2"
"PIERAPT00000017301","PIERAPG00000007206","CCDC74B"
"PIERAPT00000017304","PIERAPG00000007207","GstZ2"
"PIERAPT00000017305","PIERAPG00000007208","addB"
"PIERAPT00000017306","PIERAPG00000007209","MMS1"
"PIERAPT00000017307","PIERAPG00000007210","Cyp4c3"
"PIERAPT00000017308","PIERAPG00000007211","CG17119"
"PIERAPT00000017314","PIERAPG00000007212","G108538"
"PIERAPT00000017315","PIERAPG00000007213","rbm18"
"PIERAPT00000017318","PIERAPG00000007214","TpnC73F"
"PIERAPT00000017319","PIERAPG00000007215","dnal1"
"PIERAPT00000017320","PIERAPG00000007216","tada3"
"PIERAPT00000017321","PIERAPG00000007217","PRKCSH"
"PIERAPT00000017324","PIERAPG00000007218","ZCCHC11"
"PIERAPT00000017327","PIERAPG00000007219","wdr61"
"PIERAPT00000017328","PIERAPG00000007220","Lip1"
"PIERAPT00000017329","PIERAPG00000007221","ALAD"
"PIERAPT00000017330","PIERAPG00000007222","MYPH_2"
"PIERAPT00000017331","PIERAPG00000007223","Slc9c1"
"PIERAPT00000017334","PIERAPG00000007224","flower"
"PIERAPT00000017335","PIERAPG00000007225","AAEL013712Klk1b21"
"PIERAPT00000017338","PIERAPG00000007226","TREA_2"
"PIERAPT00000017343","PIERAPG00000007227","Coro6"
"PIERAPT00000017344","PIERAPG00000007228","Eci1"
"PIERAPT00000017345","PIERAPG00000007229","INPP5F"
"PIERAPT00000017347","PIERAPG00000007230","TRIP12"
"PIERAPT00000017351","PIERAPG00000007231","Myo15a"
"PIERAPT00000017356","PIERAPG00000007232","SMARCC2Smarcc1"
"PIERAPT00000017358","PIERAPG00000007233","aroG_2"
"PIERAPT00000017359","PIERAPG00000007234","Usp7_4"
"PIERAPT00000017360","PIERAPG00000007235","TRAPPC8"
"PIERAPT00000017362","PIERAPG00000007236","Dys_4"
"PIERAPT00000017364","PIERAPG00000007237","SNX20SNX21"
"PIERAPT00000017365","PIERAPG00000007238","PDF"
"PIERAPT00000017367","PIERAPG00000007239","GMPS"
"PIERAPT00000017368","PIERAPG00000007240","Inx3_3"
"PIERAPT00000017369","PIERAPG00000007241","fen"
"PIERAPT00000017378","PIERAPG00000007242","Akap1"
"PIERAPT00000017380","PIERAPG00000007243","plsX_2"
"PIERAPT00000017381","PIERAPG00000007244","Ccdc40"
"PIERAPT00000017383","PIERAPG00000007245","tmx3"
"PIERAPT00000017384","PIERAPG00000007246","G100955"
"PIERAPT00000017385","PIERAPG00000007247","G112229"
"PIERAPT00000017386","PIERAPG00000007248","Vps35"
"PIERAPT00000017389","PIERAPG00000007249","sno1"
"PIERAPT00000017390","PIERAPG00000007250","typA"
"PIERAPT00000017391","PIERAPG00000007251","gatb"
"PIERAPT00000017394","PIERAPG00000007252","rplB"
"PIERAPT00000017396","PIERAPG00000007253","mfsd6aMFSD6mfsd6b"
"PIERAPT00000017402","PIERAPG00000007254","Pxd_4"
"PIERAPT00000017405","PIERAPG00000007255","Ctrb1"
"PIERAPT00000017406","PIERAPG00000007256","Uap1"
"PIERAPT00000017407","PIERAPG00000007257","IPO13"
"PIERAPT00000017417","PIERAPG00000007258","Rpgrip1"
"PIERAPT00000017418","PIERAPG00000007259","MET30"
"PIERAPT00000017421","PIERAPG00000007260","MYLK_3"
"PIERAPT00000017424","PIERAPG00000007261","ptsG"
"PIERAPT00000017425","PIERAPG00000007262","Rac1"
"PIERAPT00000017426","PIERAPG00000007263","Gr63a"
"PIERAPT00000017428","PIERAPG00000007264","G114871"
"PIERAPT00000017429","PIERAPG00000007265","G107405"
"PIERAPT00000017430","PIERAPG00000007266","Spase25"
"PIERAPT00000017432","PIERAPG00000007267","DefKA183"
"PIERAPT00000017435","PIERAPG00000007268","G105934"
"PIERAPT00000017436","PIERAPG00000007269","SCP2_2"
"PIERAPT00000017438","PIERAPG00000007270","TBC1D23"
"PIERAPT00000017439","PIERAPG00000007271","Trip12"
"PIERAPT00000017442","PIERAPG00000007272","fog"
"PIERAPT00000017444","PIERAPG00000007273","CUD4_4"
"PIERAPT00000017445","PIERAPG00000007274","G104138"
"PIERAPT00000017446","PIERAPG00000007275","G102300"
"PIERAPT00000017447","PIERAPG00000007276","AEBP1"
"PIERAPT00000017448","PIERAPG00000007277","MJ0663"
"PIERAPT00000017449","PIERAPG00000007278","Abce1"
"PIERAPT00000017453","PIERAPG00000007279","DNAJC28"
"PIERAPT00000017454","PIERAPG00000007280","Rmdn1"
"PIERAPT00000017455","PIERAPG00000007281","LL1323"
"PIERAPT00000017464","PIERAPG00000007282","Arhgef17"
"PIERAPT00000017465","PIERAPG00000007283","ISE2"
"PIERAPT00000017466","PIERAPG00000007284","EF_0922_2"
"PIERAPT00000017467","PIERAPG00000007285","Paf"
"PIERAPT00000017469","PIERAPG00000007286","G104983"
"PIERAPT00000017472","PIERAPG00000007287","SLC26A11"
"PIERAPT00000017477","PIERAPG00000007288","Pxd_5"
"PIERAPT00000017481","PIERAPG00000007289","UBE3DDCPS"
"PIERAPT00000017482","PIERAPG00000007290","Pkc53E"
"PIERAPT00000017483","PIERAPG00000007291","CPIJ012302"
"PIERAPT00000017484","PIERAPG00000007292","G108812"
"PIERAPT00000017486","PIERAPG00000007293","ABCF1_2"
